Empresa,Yhaguy,,,,,,,,,
,,,,,,,,,,
CODIGO,DESCRIPCION,FAMILIA,MARCA,ESTADO,SALDO,COSTO,MAYORISTA,DOLARES,MINORISTA,AUTOCENTRO
VOL IV05151,INDUCIDO ARRANQUE SC/VL 24V VOLTEX,REPUESTOS,VOLFFER,A,0,"393890,909",541600,"142,526",812400,1102971
VOL IV53604,INDUCIDO DE ARRANQUE 24V MB/SC,REPUESTOS,VOLTEX,A,0,"251843,636",346285,"91,128",519428,0
VOL IV83327,INDUCIDO DE ARRANQUE 12V M/N VOLTEX,REPUESTOS,RODAFUSO,A,0,"210916,364",301600,"85,477",452400,452400
VOL IV83498,INDUCIDO DE ARRANQUE 24V MB VOLTEX,REPUESTOS,RODAFUSO,A,0,"217507,273",311035,"81,851",466553,380813
VOL RV-80740,ROTOR ALTERNADOR 24V 45A.VOLTEX,REPUESTOS,COMPRA LOCAL,A,0,"259063,636",356213,"93,74",534320,534320
VOL RV80153,ROTOR ALTERNADOR 12V 35A.VOLTEX,REPUESTOS,RODAFUSO,A,0,"114474,545",157403,0,236105,315744
VOL RV80731,ROTOR ALTERNADOR 24V 45A.VOLTEX,REPUESTOS,COMPRA LOCAL,A,0,"125921,818",173143,"45,564",259715,378258
VOL RV80733,ROTOR ALTERNADOR 12V 55A.M/N VOLTEX,REPUESTOS,RODAFUSO,A,0,171370,245000,0,367600,0
VOL V20572417,MOTOR DE ARRANQUE VOLVO VL FH 13,REPUESTOS,COMPRA LOCAL,A,0,"4181818,182",5750000,"1513,158",8625000,8625000
VOLF 1433886,JUNTA RADIADOR ACEITE ELECTRONICO SC124,REPUESTOS,COMPRA LOCAL,A,0,"13636,364",18796,"4,946",28194,28194
VOLF 1503113,TENSOR CORREA SC124,REPUESTOS,COMPRA LOCAL,A,0,"209090,909",288713,"75,977",433070,433070
VOLF 24238,OREJA PULMON SUSPENSION SC124 14mm.,REPUESTOS,COMPRA LOCAL,A,0,"23886,787",44254,"11,646",66381,66381
VOLF 324665,TUERCA MASA TRACCION VOLVO,REPUESTOS,COMPRA LOCAL,A,0,30000,41250,0,61875,61875
VOLV 21451966,TAMBOR FRENO DELANTERO VOLVO FH13 ORIGINAL,REPUESTOS,COMPRA LOCAL,A,0,"2743181,818",3771875,"992,599",5657813,5657813
VOLV 21451967,TAMBOR FRENO TRASERO VOLVO FH13 ORIGINAL,REPUESTOS,COMPRA LOCAL,A,0,"2743181,818",3771875,"992,599",5657813,5657813
VS-90,AROMATIZANTE P/SALIDA AIRE A. - VARIADO,REPUESTOS,COMPRA LOCAL,A,0,"22727,273",31250,"8,224",46875,46875
VTO 11030,MOTOR L/PARABRISA 24V SC VTO,REPUESTOS,VTO,A,0,"125921,818",173143,"45,564",259715,0
VTO 33019,RULEMAN MASA TRAS.M/N GRANDE,REPUESTOS,COMPRA LOCAL,A,0,"52603,636",72330,"19,034",108495,151944
VTO NB-108,RODILLO ALTERNADOR 75/105 AMP.VTO,REPUESTOS,COMPRA LOCAL,A,0,"12336,364",0,0,18545,18545
VTO PVC-2400,CEPILLO L/PARABRISA SC113 SERIE P/T/R/93,REPUESTOS,VTO,A,0,"18831,818",25894,"6,814",38841,0
VTO PVC-2472,CEPILLO L/PARABRISA MB SERIE L/LA/LK/LAK/LS/LB,REPUESTOS,VTO,A,0,"14309,091",19675,"5,178",29513,0
VTO PVC-2662,CEPILLO L/PARABRISA MB ATEGO/AXOR VOLVO FH/NH1,REPUESTOS,VTO,A,0,"14309,091",19675,"5,178",29513,0
VTO VL30,FUSIBLE FICHA 30 AMPER VERDE VTO,REPUESTOS,COMPRA LOCAL,A,0,"153,909",212,"0,056",318,332
VTO-8105,TENSOR CORREA SC124,REPUESTOS,Sin Marca,A,0,"125545,455",179530,"47,245",269295,429468
VTO-8106,POLEA TENSOR CORREA SC SERIE 4 - LISO,REPUESTOS,COMPRA LOCAL,A,0,"52313,636",71931,"18,929",107897,126938
VTO-8169,POLEA TENSOR SC124 C/ESTRIA,REPUESTOS,COMPRA LOCAL,A,0,"24872,727",34200,9,51300,51537
VW-6052,MOTOR LIMPIA PARABRISAS VOLSKWAGEN,REPUESTOS,COMPRA LOCAL,A,0,"327272,727",0,0,0,0
W-SPORT,PERFUME P/VEHICULO C/AIRE ACOND.,RETAIL SHOP,COMPRA LOCAL,A,0,"21818,182",30000,"7,895",45000,45000
W20003HE,FILTRO DE AIRE,FILTROS,COMPRA LOCAL,A,1,"32068,182",0,0,90000,90000
W20027HE,FILTRO DE ACEITE,FILTROS,Sin Marca,A,1,"22022,727",0,0,60000,60000
W20027MN,FILTRO DE ACEITE,FILTROS,COMPRA LOCAL,A,4,"20909,091",0,0,57500,57500
W20043KS,FILTRO DE ACEITE,FILTROS,COMPRA LOCAL,A,1,0,0,0,188000,188000
W20052MA,FILTRO DE COMBUSTIBLE,FILTROS,COMPRA LOCAL,A,0,"100772,909",0,0,277000,277000
W20054MN,FILTRO DE ACEITE,FILTROS,Sin Marca,A,4,"26272,727",0,0,73000,73000
W20081MN,FILTRO DE AIRE,FILTROS,COMPRA LOCAL,A,0,"104318,182",0,0,287500,287500
WAB  411.154.004.0,COMPRESOR DE AIRE OM904 ATEGO CON ENGRANAJE,REPUESTOS,WABCO,A,0,"1848117,333",2541200,0,3811800,3965492
WAB 014.005.000.0,VALVULA FRENO BIGOTE SC R/RT111/42,REPUESTOS,WABCO,A,0,"432125,23",595400,"165,98",893100,707523
WAB 014.006.000.2,REPARO PEDAL AIRE SC T/R112/42,REPUESTOS,WABCO,A,0,"151682,533",208600,"47,247",312800,269310
WAB 014.169.000.0,REPARO FRENO BIGOTE SC 112,REPUESTOS,WABCO,A,0,"97745,68",134600,"38,584",201800,220569
WAB 014.355.000.0,VALVULA FRENO BIGOTE VOLVO N/NL 10/2 M/V,REPUESTOS,WABCO,A,0,"429653,9",590800,"164,603",886200,938235
WAB 411.003.008.2,REPARO TAPA COMPR.M/N ORIG.,REPUESTOS,WABCO,A,0,169024,241704,"63,606",362556,271983
WAB 411.003.808.2,TAPA COMPRESOR M/N ORIG.,REPUESTOS,WABCO,A,0,"502075,864",717968,"188,939",1076952,687470
WAB 411.034.531.0,COMPRESOR DE AIRE MB OM355,REPUESTOS,WABCO,A,0,"2576341,818",3542470,"932,229",5313705,3878061
WAB 411.140.002.2,REPARO TAPA COMPRESOR PARCIAL OM366,REPUESTOS,WABCO,A,0,"245676,2",338000,"69,62",507000,396836
WAB 411.151.000.1,COMPRESOR DE AIRE OM 904 ACCELO 915/712,REPUESTOS,WABCO,A,0,"2697686,364",3857691,"1015,182",5786537,3992559
WAB 411.151.006.0,COMPRESOR MOTOR ELEC. MB OF 1721 / OM904/906,REPUESTOS,WABCO,A,0,"1556572,4",2140400,"595,594",3210600,3394884
WAB 411.151.010.2,BLOCK  COMPRESOR MB 914/715/712,REPUESTOS,WABCO,A,0,"645203,474",889000,"234,753",1333500,1019121
WAB 411.151.012.0,COMPRESOR DE AIRE ATEGO/AXOR O500,REPUESTOS,WABCO,A,0,"1777839,47",2444600,"701,779",3666800,4000139
WAB 411.151.653.4,TAPA COMPRESOR SUPERIOR OM904 OF 1721,REPUESTOS,WABCO,A,0,232341,319600,"85,424",479400,0
WAB 411.151.693.4,CIGUE�AL COMPRESOR AIRE MB 914/1218/1418 OM904,REPUESTOS,WABCO,A,0,"260707,5",358600,"69,993",537800,654426
WAB 411.151.800.2,TAPA COMPRESOR OM 904 914/1620 ELEC. ALTO,REPUESTOS,WABCO,A,0,"447847,027",640421,"168,532",960632,748625
WAB 411.151.921.2,REPARO TAPA COMPRESOR MB 914/915C OM904/6 ESPECIAL,REPUESTOS,WABCO,A,0,"243617,335",335800,"101,112",503700,516153
WAB 411.151.923.2,REPARO COMPRESOR OM 906/O 500/AXOR,REPUESTOS,WABCO,A,0,"270759,65",372400,"102,041",558600,581633
WAB 411.151.924.2,KIT COMPRESOR MOTOR ELEC. MB OF 1721 / OM904/906,REPUESTOS,WABCO,A,0,"299340,8",411600,"114,537",617400,652863
WAB 411.151.926.2,"REPARO COMP. PISTON,BRAZO  BIELA OM 904 COMPLETO",REPUESTOS,WABCO,A,0,"229954,28",316200,"86,536",474200,440205
WAB 411.151.927.2,CIG�E�AL COMPRESOR CON TAPA OM 904,REPUESTOS,WABCO,A,0,"460528,9",633400,"176,431",950000,1005657
WAB 411.154.002.2,TAPA COMPRESOR OM904 BAJO,REPUESTOS,WABCO,A,0,"761710,909",1089247,"286,644",1633871,1013513
WAB 411.154.003.2,REPARO TAPA COMPRESOR OM904 BAJO,REPUESTOS,WABCO,A,0,"180221,197",248400,0,372600,0
WAB 411.154.005.0,COMPRESOR DE AIRE MB ATEGO/ACELO MONOCIL. TAPA BAJA,REPUESTOS,WABCO,A,0,"2452399,927",3372200,"894,352",5058200,4099971
WAB 411.553.004.0,COMPRESOR DE AIRE MB O500R,REPUESTOS,WABCO,A,0,"3884650,96",5341400,"1533,415",8012000,8740464
WAB 412.352.002.2,REPARO TAPA COMPRESOR OM457,REPUESTOS,WABCO,A,0,"212846,449",293400,"81,551",440100,464838
WAB 412.352.004.2,TAPA INTERMEDIA COMPRESOR VOLVO FM,REPUESTOS,WABCO,A,0,"214093,96",294400,"84,511",441600,501637
WAB 412.352.026.1,COMPRESOR DE AIRE MONO CIL. OM457 TAPA LARGA,REPUESTOS,WABCO,A,0,"2535674,674",3486600,"1017,128",5229900,5122349
WAB 412.352.027.0,COMPRESOR DE AIRE MONO CIL. OM457 TAPA LARGA,REPUESTOS,WABCO,A,0,"2639757,917",3630000,"1078,826",5445000,4767854
WAB 412.352.920.2,TAPA COMPRESOR VOLVO FM/NH/FH MONOCILINDRO,REPUESTOS,WABCO,A,0,"789414,39",1085600,"311,611",1628400,1849655
WAB 412.352.925.2,"KIT REPARO TAPA COMPRESOR OM904 BAJO(PISTON,BRAZO,ARO)",REPUESTOS,WABCO,A,0,"226813,75",312000,"85,354",468000,406563
WAB 412.704.938.2,JUNTA COMPRESOR VOLVO SUECO SISTEMA KNORR,REPUESTOS,WABCO,A,0,"260312,45",358000,"98,103",537000,559190
WAB 421.305.002.2,REPARO CIL.AMPLIFICADOR M/V,REPUESTOS,WABCO,A,0,"52744,02",72600,"20,182",108800,115035
WAB 421.355.942.2,KIT REPARO CAJA MAN,REPUESTOS,WABCO,A,0,"777799,25",1069600,"303,295",1604400,1728780
WAB 421.355.949.2,KIT REPARO CAJA MAN,REPUESTOS,WABCO,A,0,"464677,8",639000,"174,866",958400,0
WAB 421.355.950.2,CAJA MAN ASTRONIC,REPUESTOS,WABCO,A,0,"19733745,54",27134000,0,40701000,0
WAB 421.411.018.0,CILINDRO FRENO MOTOR SC112,REPUESTOS,WABCO,A,0,"205621,267",282800,"77,492",424200,441705
WAB 421.411.314.0,CILINDRO FRENO MOTOR SC124,REPUESTOS,WABCO,A,0,"393599,308",541200,"150,47",811800,745919
WAB 421.412.000.0,CILINDRO ACCIONADOR A Y B M/N,REPUESTOS,WABCO,A,0,"349932,94",481200,"131,685",721800,588573
WAB 421.445.000.0,CILINDRO FRENO MOTOR SC113,REPUESTOS,WABCO,A,0,"303293,636",417200,"100,965",625800,592764
WAB 421.445.000.2,REPARO CIL.FRENO MOTOR SC R/T113/43,REPUESTOS,WABCO,A,0,90111,133148,"24,321",199722,199722
WAB 423.003.915.0,"CILINDRO FRENO DEL.12"" 709",REPUESTOS,WABCO,A,0,400536,550800,"105,666",826200,951629
WAB 423.104.606.0,"CILINDRO FRENO DEL.16""",REPUESTOS,WABCO,A,0,"316105,63",434800,"117,591",652200,540278
WAB 423.105.084.0,CILINDRO FRENO DEL 20. BUSES/CAMIONES SC K124,REPUESTOS,WABCO,A,0,"673066,024",925600,"245,457",1388400,1212731
WAB 423.105.111.0,"CILINDRO FRENO DEL.20""",REPUESTOS,WABCO,A,0,"334957,344",460600,"122,154",690800,541713
WAB 423.105.432.0,PULMON DE FRENO DELANTERO OM 904 MB 1620/1721,REPUESTOS,WABCO,A,0,"362206,355",498200,"132,091",747200,573389
WAB 423.106.001.2,REPARO CIL.FRENO DEL.SC,REPUESTOS,WABCO,A,0,"76536,9",105400,"28,399",158000,161876
WAB 423.106.008.2,"DIAFRAGMA DE 24"" P24 R114",REPUESTOS,WABCO,A,0,"58995,913",81200,"23,288",121800,132741
WAB 423.106.088.0,"PULMON FRENO DEL. 24"" P94/R114 SERIE 5",REPUESTOS,WABCO,A,0,"530802,64",730000,"199,749",1095000,869999
WAB 423.106.450.0,"CILINDRO FRENO DELANTERO 24"" SC124/113 SERIE 5",REPUESTOS,WABCO,A,0,"467695,46",643200,"184,617",964800,1052315
WAB 423.114.001.0,"CILINDRO FRENO DEL.14"" MB 1313/1418",REPUESTOS,WABCO,A,0,309455,425600,"73,513",638400,603689
WAB 432.410.002.2,REPARO VALVULA A.P.U SC124,REPUESTOS,WABCO,A,0,"126966,123",175000,"46,96",262500,267674
WAB 432.410.083.0,FILTRO SECADOR VALVULA APU C/BASE SC124,REPUESTOS,WABCO,A,0,"1668960,16",2295000,"597,312",3442400,3009617
WAB 432.410.126.0,FILTRO SECADOR VALVULA APU C/BASE SC124,REPUESTOS,WABCO,A,0,"1269950,974",1749600,"592,641",2624400,2311133
WAB 432.410.226.1,FILTRO SECADOR  VALVULA APU S/BASE SC124  NEGRO,REPUESTOS,WABCO,A,0,"81069,8",111600,"55,43",167400,188150
WAB 432.410.244.2,FILTRO SECADOR DE AIRE APU ORO MB,REPUESTOS,WABCO,A,0,"254768,05",350400,"94,774",525600,469818
WAB 432.410.938.2,REPARO VALVULA A.P.U. SC K124 P-T124,REPUESTOS,WABCO,A,0,"79024,05",108800,"36,268",163200,169092
WAB 432.410.939.2,REPARO FILTRO SECADOR VALVULA A.P.U VW,REPUESTOS,WABCO,A,0,"106795,52",147000,"44,563",220500,200063
WAB 432.415.922.2,REPARO SECADOR IVECO (APU),REPUESTOS,WABCO,A,0,"96159,667",132400,"36,244",198600,206594
WAB 432.416.004.0,FILTRO SECADOR DE AIRE IVECO CON BASE (APU),REPUESTOS,WABCO,A,0,"1013214,3",1393200,"387,848",2089800,2208744
WAB 432.420.021.0,FILTRO SECADOR DE AIRE ROSCA FINA C/SOPORTE,REPUESTOS,WABCO,A,0,"1122966,682",1544200,"433,18",2316300,2469125
WAB 432.425.105.0,SECADOR DE AIRE ELECTRONICO E-CAD VOLVO FH 13,REPUESTOS,WABCO,A,0,"1786585,64",2456600,"683,604",3684800,3896544
WAB 432.425.920.2,REPARO SOLENOIDE VALVULA APU VOLVO FH 13,REPUESTOS,WABCO,A,0,"273022,4",375600,"102,893",563400,586493
WAB 432.425.922.2,REPARO SECADOR DE AIRE ELECTRONICO E-CAD VOLVO FH 13,REPUESTOS,WABCO,A,0,"105625,8",145400,"38,554",218000,174005
WAB 432.901.223.1,FILTRO SECADOR APU ROSCA FINA MB/VOLVO/SC,REPUESTOS,WABCO,A,0,"186252,655",266341,"70,09",399512,355157
WAB 432.901.228.2,FILTRO SECADOR APU GRIS SC124 ROSCA GRUESA,FILTROS,WABCO,A,0,"189090,909",270400,"71,158",405600,355157
WAB 434.014.000.2,REPARO VALVULA RETENCION OM366,REPUESTOS,WABCO,A,0,"18637,75",25800,"7,134",38600,39855
WAB 434.014.009.2,REPARO VALVULA RETENCION MB TODOS O 370/371,REPUESTOS,WABCO,A,0,"20950,3",29000,"7,774",43400,44310
WAB 434.014.100.0,VALVULA RETENCION UNIDIRECCIONAL OM366,REPUESTOS,WABCO,A,0,"78304,38",107800,"30,085",161600,134963
WAB 434.100.000.2,REPARO VALVULA IGLESIA SCK112 ORIG.,REPUESTOS,WABCO,A,0,"27529,48",38000,"10,241",57000,44147
WAB 434.100.004.0,VALVULA IGLESIA DE FLUJO MB 608,REPUESTOS,WABCO,A,0,"220064,6",302600,"82,936",453800,472733
WAB 434.100.009.2,REPARO VALVULA IGLESIA DE FLUJO,REPUESTOS,WABCO,A,0,"33315,2",46000,"12,556",69000,71567
WAB 434.100.104.0,VALVULA IGLESIA DE FLUJO MB,REPUESTOS,WABCO,A,0,218091,300000,"82,192",450000,468492
WAB 434.100.143.0,VALVULA IGLESIA DE FLUJO SC,REPUESTOS,WABCO,A,0,"239026,7",328800,"89,949",493200,424083
WAB 434.100.202.0,VALVULA IGLESIA DE FLUJO MN OM355,REPUESTOS,WABCO,A,0,200759,276200,"75,66",414200,431261
WAB 434.100.203.0,VALVULA IGLESIA DE FLUJO VOLVO N10/12,REPUESTOS,WABCO,A,0,370706,509800,"139,707",764600,796332
WAB 434.205.001.2,REPARO VALVULA 3/2 VIAS SC/VL FH12,REPUESTOS,WABCO,A,0,"104274,4",143400,"39,915",215000,222983
WAB 434.205.031.0,VALVULA DE 3/2 VIAS VOLVO/FH12/13,REPUESTOS,WABCO,A,0,"348051,75",478600,"133,725",717800,621035
WAB 434.205.032.0,VALVULA 3/2 VIAS SC114,REPUESTOS,WABCO,A,0,"388895,322",535800,"138,786",803700,698937
WAB 434.208.001.2,REPARO VALVULA DE 2 VIAS UNIDIRECCIONAL MB TODOS,REPUESTOS,WABCO,A,0,"21566,4",29800,"8,128",44600,46328
WAB 434.208.009.0,VALVULA 2 VIAS UNIDIRECCIONAL MB TODOS,REPUESTOS,WABCO,A,0,"150868,633",207600,"56,123",311400,257910
WAB 434.208.019.0,VALVULA 2 VIAS FORD/VW/VOLVO,REPUESTOS,WABCO,A,0,"74256,57",102200,"29,312",153200,167078
WAB 434.300.000.0,VALVULA DRENAJE AUTOMATICA O-370/400,REPUESTOS,WABCO,A,0,"125477,85",172600,"48,032",258800,268323
WAB 434.300.000.2,REPARO VALVULA DRENAJE SC/VOLVO/MB,REPUESTOS,WABCO,A,0,"19609,75",27000,"7,513",40400,42822
WAB 434.300.003.0,VALVULA DRENAJE AUTOMATICA VL B10 NL10/12,REPUESTOS,WABCO,A,0,"175684,167",241600,"67,037",362400,382113
WAB 434.300.007.0,VALVULA DRENAJE AUTOMATICA SC113,REPUESTOS,WABCO,A,0,"189283,507",260400,"71,206",390600,418047
WAB 434.608.204.0,VALVULA SEGURIDAD SC112 P94,REPUESTOS,WABCO,A,0,"78590,463",108200,"29,988",162200,145511
WAB 434.608.209.0,VALVULA SEGURIDAD SC113,REPUESTOS,WABCO,A,0,"121229,985",166800,"44,211",250200,218432
WAB 441.032.922.2,SENSOR DE ESTABILIDAD,REPUESTOS,WABCO,A,0,"187036,35",257200,"70,631",385800,0
WAB 441.035.920.2,KIT SENSOR ABS SERIE 4 Y SERIE 5 1715 mm,REPUESTOS,WABCO,A,0,"323355,073",474400,"121,684",711600,0
WAB 441.035.921.2,KIT SENSOR ABS SERIE 4 Y SERIE 5 2000 mm,REPUESTOS,WABCO,A,0,"354419,567",487400,"135,612",731000,772989
WAB 441.036.000.0,VALVULA 3 Y 2 VIAS DE ACCIONAMIENTO REDU MB 1938 ZF,REPUESTOS,WABCO,A,0,"299171,75",411400,"114,52",617000,652763
WAB 441.044.101.0,SENSOR DE PRESION ECAS SC124 SERIE 5,REPUESTOS,WABCO,A,0,"720110,8",990200,"208,436",1485200,1188086
WAB 441.050.011.0,VALVULA SENSOR DE ALTURA SC124 VOLVO B7,REPUESTOS,WABCO,A,0,"910041,818",1251308,"329,292",1876962,1139589
WAB 441.050.100.0,VALVULA DE NIVELAMIENTO ECAS SC124 SERIE 5,REPUESTOS,WABCO,A,0,"192680,218",265600,"71,219",398400,405950
WAB 446.008.238.0,CABLE ESPIRALADO ABS,REPUESTOS,WABCO,A,0,2344994,3224400,0,4836600,4396865
WAB 446.008.243.0,CABO ESPIRAL 24V 7 POLOS (ABS),REPUESTOS,WABCO,A,0,"899790,25",1237400,"344,43",1856000,1961487
WAB 446.055.406.0,PLACA ELECTRONICA DE CONTROL DE SUSPENSI�N A AIRE (ECAS),REPUESTOS,WABCO,A,0,"1432944,7",1970400,"548,29",2955600,3125253
WAB 446.056.146.0,CONTROL REMOTO DE SUSPENSION ECAS SC124,REPUESTOS,WABCO,A,0,668532,919400,0,1379000,0
WAB 446.300.003.0,CABLE OBD SCANIA R SERIE 5,REPUESTOS,WABCO,A,0,"1906981,3",2622200,"717,627",3933200,0
WAB 446.300.329.2,CONEXCION DIAGNOSTICO VCS II TEBS,REPUESTOS,WABCO,A,0,"340179,03",467800,0,701600,534123
WAB 446.301.030.0,SER INTERFACE,REPUESTOS,WABCO,A,0,1954238,2687200,"745,696",4030800,10074389
WAB 449.172.120.0,CABLE POWER CONTROL ESTABILIDAD,REPUESTOS,WABCO,A,0,"787894,497",1083400,"297,534",1625000,0
WAB 449.712.040.0,EXTENSION SENSOR CONTROL DE ESTABILIDAD,REPUESTOS,WABCO,A,0,"104377,46",143600,"39,416",215400,0
WAB 461.315.002.2,REPARO PEDAL AIRE 1620/1417/912/914,REPUESTOS,WABCO,A,0,"98107,552",135200,"44,076",202800,176349
WAB 461.315.007.2,REPARO PEDAL AIRE M/N ORIG. (ANTES 42/03),REPUESTOS,WABCO,A,0,"144022,273",205952,"54,198",308928,234248
WAB 461.315.008.0,VALVULA PEDAL FRENO MB/VOLVO,REPUESTOS,WABCO,A,0,"367512,164",506400,"173,162",759600,778865
WAB 461.315.040.0,VALVULA PEDAL FRENO M/N,REPUESTOS,WABCO,A,0,"490369,791",701229,"184,534",1051844,777429
WAB 461.315.100.0,VALVULA PEDAL FRENO SC113,REPUESTOS,WABCO,A,0,"838528,182",1199095,"315,551",1798643,1226870
WAB 461.315.180.0,VALVULA PEDAL FRENO SC124,REPUESTOS,WABCO,A,0,"1194715,455",1708443,"449,59",2562665,1635027
WAB 461.315.247.0,VALVULA PEDAL FRENO MB1414/1418/1721/CARA CHATA,REPUESTOS,WABCO,A,0,"527335,335",726600,"247,35",1089900,1112217
WAB 461.315.248.0,VALVULA PEDAL FRENO PICUDO OM 904 ELECTRONICO,REPUESTOS,WABCO,A,0,700000,1001000,"263,421",1501500,1180376
WAB 461.315.907.2,REPARO PEDAL AIRE SC 124 /VOLVO,REPUESTOS,WABCO,A,0,"215821,433",296800,"81,024",445200,461835
WAB 461.315.910.2,REPARO PEDAL AIRE M/N ORIG. (ANTES 42/03) C/ NYLON,REPUESTOS,WABCO,A,0,"132002,7",181600,"49,629",272400,240810
WAB 461.315.913.2,REPARO VALVULA PEDAL DE AIRE PICUDO/OM 904 ELECTRONICO,REPUESTOS,WABCO,A,0,"135613,973",193928,"51,034",290892,244562
WAB 461.315.928.2,REPARO PEDAL AIRE M/N  (DESPUES 42/03),REPUESTOS,WABCO,A,0,"118505,578",163400,"42,623",245100,191327
WAB 461.315.934.2,REPARO VALVULA PEDAL SC113K ANTES SEM 42/03,REPUESTOS,WABCO,A,0,"131659,158",181200,"50,439",271800,287504
WAB 463.013.001.2,REPARO VALVULA ACCION MB/VW,REPUESTOS,WABCO,A,0,"59006,1",81200,"22,238",121800,126755
WAB 463.013.006.2,REPARO VALVULA ACCION MB/VW,REPUESTOS,WABCO,A,0,"28369,1",39200,"10,691",58800,60941
WAB 463.013.012.0,VALVULA ACCION MB/VW,REPUESTOS,WABCO,A,0,"128556,04",176800,"49,393",265200,236871
WAB 463.013.014.0,VALVULA ACCION M/N,REPUESTOS,WABCO,A,0,"129447,5",178000,"49,551",267000,276813
WAB 463.022.001.2,REPARO VALVULA ACCION.EMBR.VL.NL10/12,REPUESTOS,WABCO,A,0,"37731,91",52000,"14,085",78000,78558
WAB 463.022.020.0,VALVULA ACCION EMBRAGUE VOLVO NL10/12,REPUESTOS,WABCO,A,0,"298587,5",410600,"111,577",615800,503934
WAB 463.055.003.2,REPARO MANOPLA CAMBIO VOLVO,REPUESTOS,WABCO,A,0,"53080,95",73000,"20,336",109400,115913
WAB 463.055.052.0,MANOPLA PALANCA DE CAMBIO VOLVO,REPUESTOS,WABCO,A,0,"940468,515",1293200,"349,854",1939800,1734318
WAB 463.063.000.2,REPARO VALVULA 5/2 VIAS VOLVO,REPUESTOS,WABCO,A,0,"90366,5",124400,"34,056",186600,194121
WAB 463.063.004.0,VALVULA 5/2 VIAS,REPUESTOS,WABCO,A,0,"750962,083",1032600,"279,358",1548800,1203176
WAB 463.063.005.0,VALVULA 5/2 VIAS VOLVO,REPUESTOS,WABCO,A,0,"848546,495",1166800,"279,09",1750200,1590812
WAB 463.069.003.0,PERILLA AYB 1941/1630,REPUESTOS,WABCO,A,0,"439813,129",604800,"160,393",907200,696287
WAB 463.705.105.0,VALVULA RETENCION PULMON DEL.SC TOMA DE TESTE,REPUESTOS,WABCO,A,0,"19331,55",26600,"7,406",39800,42215
WAB 464.007.010.0,VALVULA SUSPENCION CABINA SC R/P124-R114/ VL FH12,REPUESTOS,WABCO,A,0,"274523,591",392569,"103,308",588854,564074
WAB 464.007.921.2,REP. VAL. NIVELAMIENTO CABINA SC R/P124-R114/ VL FH12,REPUESTOS,WABCO,A,0,"122241,7",168200,"45,656",252200,268046
WAB 472.129.111.0,VALVULA SOLENOIDE 2/3 VIAS 1313/2213/LK1620,REPUESTOS,WABCO,A,0,"512353,024",704600,"186,847",1056800,817644
WAB 472.170.600.0,VALVULA SOLENOIDE OM 904 MB1935/1941,REPUESTOS,WABCO,A,0,"617610,5",849400,"236,415",1274000,1346352
WAB 472.195.018.0,VALVULA MODULADORA ABS 24V SC/VOLVO ELECTRONICO,REPUESTOS,WABCO,A,0,"1368222,727",1881306,"495,081",2821959,1805792
WAB 472.250.000.0,VALVULA SOLENOIDE 24V SC SERIE 4,REPUESTOS,WABCO,A,0,"1159492,65",1594400,"423,111",2391600,2115293
WAB 472.880.031.0,VALVULA ECAS SUSPENCION ELECTRONICA SCANIA,REPUESTOS,WABCO,A,0,"945802,44",1300600,"373,343",1950800,2128056
WAB 472.880.032.0,VALVULA SELENOIDE ECAS SCANIA SERIE 5,REPUESTOS,WABCO,A,0,"1649885,455",2268592,"596,998",3402888,2070866
WAB 472.880.062.0,VALVULA ECAS SC SERIE 5/MB O500,REPUESTOS,WABCO,A,0,"888942,167",1222400,"350,898",1833600,2082855
WAB 472.880.920.2,REPARO VALVULA CONTROL ELECTRONICO DE SUSP.DE AIRE MAN/IVECO,REPUESTOS,WABCO,A,0,"510579,78",702200,"190,596",1053200,1063041
WAB 472.899.000.2,REPARO VALVULA SOLENOIDE APU OM 904,REPUESTOS,WABCO,A,0,"81715,5",112400,"31,28",168600,178295
WAB 472.899.003.0,VALVULA SOLENOIDE 2 /2 VIAS 24V MB1923 O370/71,REPUESTOS,WABCO,A,0,"222829,65",306400,"85,297",459600,476502
WAB 472.899.004.0,VALVULA SOLENOIDE 24V 3/2 VIAS MB,REPUESTOS,WABCO,A,0,"235416,15",323800,"90,115",485600,488756
WAB 472.899.009.0,VALVULA SOLENOIDE 12V M/N,REPUESTOS,WABCO,A,0,"234571,65",322600,"87,656",483800,455679
WAB 472.900.001.0,VALVULA ECAS (SUSEPENCION ELECTRONICA SCANIA),REPUESTOS,WABCO,A,0,"1304107,5",1793200,"501,052",2689800,2604935
WAB 472.900.009.2,REPARO VALVULA SOLENOIDE ECAS SC 124,REPUESTOS,WABCO,A,0,"294611,22",405200,"112,728",607800,642548
WAB 472.900.056.0,VALVULA SOLENOIDES CONTROL ELECT. DE SUSP. DE AIRE OM500,REPUESTOS,WABCO,A,0,"1791677,2",2463600,"686,401",3695400,3912486
WAB 472.900.061.0,VALVULA SOLENOIDE 24V SC124  ECAS TRAS.6X4,REPUESTOS,WABCO,A,0,"1799178,28",2474000,"672,324",3711000,3037088
WAB 472.900.113.0,VALVULA SOLENOIDE 24V SC124 ECAS TRAS. 6X2/6X4,REPUESTOS,WABCO,A,0,"2119843,037",2914800,"792,152",4372200,3578274
