ANI 1352885,1.3.5,1
ANI 1352886,1.3.5,1
ANI 1433063,1.3.4,1
AP 6889606,2.3.10,1
ARA 315554,2.4.8,1
ARB 33208,R.2.8/R.2.9,1
ARB 598/593,R.2.8/R.2.9,1
ARB NU-212,L.3.5,1
ARB NUP-310,L.2.3,1
ARC 5154 BRAGF,4.5.7,1
ART 1844,15.3.6,1
AUT 01843,B.1.2,1
AUT 01967,3.6.6,1
AUT 01998,12.3.4,1
AUT 09584,3.6.6,1
BAI 1035/6 AZUL,3.3.2,1
BAI 1035/6 CRISTL,3.3.3,1
BAI 1035/6 ROJO,3.3.3,1
BAI 1035/6 VERDE,3.3.3,1
BAI 634 AZUL,G.5.2,1
BAI 634 CRISTAL,3.3.2,1
BAI 634 ROJO,3.3.3,1
BAI 634 VERDE,3.3.1,1
BAI 634FL AMAR,3.6.1,1
BAI 634FL ROJO,3.3.4,1
BAI 634FL VERDE,3.3.4,1
BAI 634L AMAR,3.3.3,1
BAI 634L CRISTAL,3.3.1,1
BAI 634L ROJO,3.3.3,1
BAI 634L VERDE,3.3.1,1
BAL 3663,1.8.1,1
BAL 3861,2.5.1,1
BAL 66046,2.5.4,1
BAL C53008,2.3.9,1
BEL 39529,D.6.7,1
BEN BX-319,T.6.4,1
BEP B575,13.3.2,1
BEP C050A,B.1.1,1
BEP M025A,Q.3.5,1
BEP M038D,13.2.1,1
BEP M069A,13.3.3,1
BEP M071A,E.1.2,1
BEP M150I,E.6.1,1
BEP M153O,61.2.2,1
BEP M154B,E.6.1,1
BEP M156O,13.2.2,1
BEP M156W,13.1.3,1
BEP M156Z,15.4.2,1
BEP M158G,E.6.1,1
BEP M158O,13.2.3,1
BEP M171M,E.3.1,1
BEP M194S,61.6.1,1
BEP S214,28.3.1,1
BEP S239,13.2.3,1
BEP S241,13.3.2,1
TEC PSL-838,15.1.1,1
BEP S316C,13.3.2,1
BEP S349M,13.2.3,1
BMC 1403258,F.4.15,1
BMC 1403260,E.4.5/F.4.14,1
BMC 1526816,2.4.6,1
BMC 271194,3.2.6,1
BMC 33352,1.4.2,1
BMC 355939,1.5.1,1
BMC 550422,2.5.2,1
BMC 551350,6.8.3,1
BMC 551363,2.3.10,1
BMC 551386,E.6.1,1
BOE 0108,6.4.5,1
BOE 0110,C.5.9/E.1.3,1
BOE 0911,R.1.7,1
BOE 1117,9.1.2,1
BOE 1428,C.5.10/E.1.3,1
BOE 1914,57.4.2,1
BOE 2004,E.1.5,1
BOE 6002,57.3.7,1
BOE 6004,57.3.3,1
BOE 6010,57.3.3,1
BOE 6015,57.3.4,1
BOE 6020,57.3.4,1
BOE 6049,57.3.6,1
BOE 6050,57.3.5,1
BOE 6051,8.9.3,1
BOE 6103,B.5.1,1
BOE 6121,56.4.1,1
BOE 6156,32.2.2,1
BOE 6181,Q.5.6,1
BOE 6452,8.9.3,1
BOE 7701/01,W.3.5,1
BOS 0.331.450.001,2.3.7,1
BOS 1.125.045.045,H.7.10,1
BOS 150 S 853,2.5.9,1
BOS 9.122.080.559,H.7.10,1
BOS 9.122.080.740,H.7.9,1
BOS 9.190.087.018,4.4.1,1
BOS 9.190.087.032,4.4.1,1
BK 13.0870,5.7.12,1
BOS 9.390.453.030,2.5.7,1
BOS 9.390.453.071,2.5.5,1
BOS 9.401.085.011,D.8.11,1
BOS 9.431.080.034,F.6.4/L.5.2,1
BRA 85005000 D,T.1.1/E.1.1,1
BRA 85005018 I,T.1.1/E.1.1,1
BTS 131575,E.6.4,1
BTS 8PK-1540,E.3.1,1
BUJ 1302857,1.2.8,1
BUJ 1391830,1.1.4,1
BUJ 412314,4.5.4,1
BUJ 476.050.0051,R.1.6,1
BUJ 594 5X,8.2.11,1
BUJ 957 5X,6.3.2,1
BUJ 958 5X,2.1.3,1
BUL 1108053,1.6.8,1
BUL 223353,1.6.8,1
BZM 99.0105.0,4.4.2,1
CAB 121111,6.2.3,1
CAB 12391,9.3.10,1
CAB 12449,6.9.6,1
CAB 12491,9.3.1,1
CAB 129049,6.10.5,1
CAB 41214,4.1.2,1
CAB C-126004,6.9.5,1
CAB C-13571-E,6.9.6,1
CAF 00227-GB,L.6.4,1
CAR 130317,H.6.1,1
SC 1448115,6.6.2,1
SC 1448114,6.6.2,1
CBF 418780,D.4.4,1
CBF QJ 209,K.4.12,1
CER 8123612,I.2.4,1
CIN 03.35.0003,8.2.2,1
CIN 04.35.0005,J.6.1,1
CIN 05.35.0023,8.2.7,1
CIN 05.35.0113,8.2.3,1
CIN 06.35.0010,8.2.2,1
CIN 10.33.0009,8.1.2,1
CIN 10.33.0284,8.1.5,1
CIN 10.33.0285,8.2.4,1
CIN 10.33.0287,8.2.5,1
CIN 10.33.0345,U.11.1,1
CIN 10.33.0346,8.1.3,1
CIN 10.33.0364,K.2.3,1
CIN 10.33.0376,8.2.6,1
CIN 10.33.0425,8.1.4,1
CIN 10.33.0427,58.6.5,1
CIN 10.33.0450,8.1.3,1
CIN 10.33.0452,62.2.3,1
CIN 10.33.0453,8.1.4,1
CIN 10.35.0015,8.1.6,1
CIN 11.33.0025,8.2.3,1
CIN 12.33.0025,8.1.5,1
CIN 12.33.0027,8.2.2,1
CIN 12.33.0044,8.1.2,1
CIN 12.33.0045,K.1.3,1
CIN 13.33.0021,8.1.4,1
CIN 13.33.0029,8.2.2,1
CIN 13.33.0033,8.1.2,1
CIN 13.33.0071,62.1.4,1
CIN 14.33.0007,8.1.3,1
CIN 14.33.0033,8.1.3,1
CIN 14.33.0034,8.1.4,1
CIN 14.33.0035,8.1.4,1
CIN 14.33.0077,8.1.3,1
CIN 14.33.0090,8.2.3,1
CIN 14.33.0100,63.1.4,1
CIN 14.33.0101,58.4.3,1
CIN 14.33.0104,8.1.5,1
CIN 14.33.0105,8.2.5,1
CIN 17.33.0023,8.1.4,1
CIN 17.33.0113,8.2.7,1
CIN 18.33.0005,C.8.4,1
CIN 18.33.0013,L.1.2/L.1.3,1
CIN 18.33.0105,8.1.3,1
CIN 19.33.0086,58.8.2,1
CIN 19.33.0125,PASILLO U,1
CIN 26.33.0012,8.1.3,1
CIN 28.33.0003,8.1.4,1
CIN 28.33.0012,8.2.6,1
CIN 28.33.0021,8.2.5,1
CIN 32.33.0029,8.2.5,1
CIN 32.33.0030,8.1.5,1
CIN 32.33.0031,8.2.4,1
CIN 32.33.0032,8.1.3,1
CIN 32.33.0033,8.1.6,1
CIN 41.35.0007,8.1.2,1
CIN 41.35.0019,8.1.2,1
CIN 45.33.0003,8.1.7,1
CIN 45.33.1010,L.6.6,1
CIN 50.33.0502,8.1.6,1
CIN 50.33.0631,58.3.4,1
CIN 50.33.1231,8.1.2,1
CINA 1102.36.71,5.2.4,1
CINA 1315.19.71,U.2.3,1
CINA 1316.19.71,7.3.4,1
CINA 5017.38.71,6.4.3,1
CINA 5113.39.71,6.4.2,1
CINA 5405.18.71,6.9.2,1
CINA 5950.37.71,6.9.2,1
CIP 105006,5.2.4,1
CIP 1100734,1.2.8,1
CIP 1103397,4.6.1,1
CIP 1107968,5.1.6,1
CIP 1108488,5.1.5,1
CIP 1115443,2.5.4,1
CIP 1123256,5.2.6,1
CIP 120310,5.2.1,1
CIP 120828,5.2.4,1
CIP 121469,4.4.5,1
CIP 124268,5.2.3,1
CIP 1305294,10.4.2,1
CIP 1307953,5.2.4,1
CIP 131041,5.4.2,1
CIP 1316331,10.3.8,1
CIP 1318321,5.1.5,1
CIP 1320602,32.3.4,1
CIP 1321420 X,5.2.5,1
CIP 1327015,4.1.6,1
CIP 1328563,4.4.1,1
CIP 1328726,5.4.3,1
CIP 133011,10.8.9,1
CIP 1334037,5.2.6,1
CIP 1334539,5.1.7,1
CIP 1340002,5.1.1,1
CIP 1342956,5.1.6,1
CIP 1348477,5.1.2,1
CIP 1349497,9.8.8,1
CIP 1349805,10.6.9,1
CIP 1349840,5.2.2,1
CIP 1363122,10.4.3,1
CIP 1364636,5.1.4,1
CIP 1371788,4.4.6,1
CIP 1372510,4.4.3,1
CIP 1374050,5.1.2,1
CIP 1374295,5.2.2,1
CIP 1375429,5.2.5,1
CIP 1382187,9.6.9,1
CIP 1382795,1.2.7,1
CIP 1382827,17.1.6,1
CIP 1386424,5.2.5,1
CIP 139128,9.6.6,1
CIP 139189,6.8.2,1
CIP 139253,5.1.5,1
CIP 139463,4.2.8,1
CIP 140525,5.4.3,1
CIP 141163,C.4.11,1
CIP 1420776,5.1.1,1
CIP 1422991,3.2.6,1
CIP 1422991 L,9.7.10,1
CIP 1422992 L,10.3.5,1
CIP 1428941,5.1.3,1
CIP 1436783,5.1.1,1
CIP 144272,4.4.3,1
CIP 145046083,10.5.1,1
CIP 1452862,10.3.5,1
CIP 147135,5.2.4,1
CIP 1484809,5.1.1,1
CIP 15323,5.4.2,1
CIP 156938,9.7.2,1
CIP 157287,5.4.3,1
CIP 1586683,10.1.5,1
CIP 159959,5.1.2,1
CIP 161931,5.1.7,1
CIP 165816,5.1.5,1
CIP 165817,5.4.2,1
CIP 165818,5.1.4,1
CIP 1670308,10.6.9,1
CIP 1670497,5.1.3,1
CIP 1670942,9.8.7,1
CIP 1673889,10.4.2,1
CIP 1673890,5.2.7,1
CIP 1676627,10.8.12,1
CIP 1677497,5.1.3,1
CIP 1678102,10.6.6,1
CIP 168247,5.1.7,1
CIP 169136,9.8.5,1
CIP 170700,5.2.2,1
CIP 172441,5.1.7,1
CIP 174530,5.1.5,1
CIP 174765,4.4.3,1
CIP 174783,5.1.7,1
CIP 174784,4.4.3,1
CIP 174806,5.1.4,1
CIP 175519,9.5.2,1
CIP 175520,9.6.1,1
CIP 176815X,5.4.2,1
CIP 177526,5.2.2,1
CIP 179360,10.2.2,1
CIP 180064,5.1.6,1
CIP 181383,4.4.5,1
CIP 184492,5.1.2,1
CIP 192873,5.1.4,1
CIP 194263,5.1.6,1
CIP 194413,4.4.5,1
CIP 194414,5.1.6,1
CIP 194521,6.2.4,1
CIP 1953075,10.5.2,1
CIP 1953229,5.1.4,1
CIP 1953864,5.4.1,1
CIP 1953874,5.2.7,1
CIP 203930,5.2.3,1
CIP 207783,5.2.2,1
CIP 208200,5.2.5,1
CIP 210946,5.1.6,1
CIP 211139,5.2.4,1
CIP 211809,5.1.4,1
CIP 211818,5.1.7,1
CIP 214119,5.1.3,1
CIP 214522,5.1.3,1
CIP 223315,10.5.1,1
CIP 224710,5.2.1,1
CIP 228805,9.6.9,1
CIP 228831,5.1.7,1
CIP 231127,5.3.1,1
CIP 232779,5.2.3,1
CIP 234309,5.2.3,1
CIP 234736,10.1.10,1
CIP 236332,10.8.6,1
CIP 241805,5.1.2,1
CIP 242653,5.1.8,1
CIP 244090,5.4.6,1
CIP 244441.1,9.8.7,1
CIP 244948,5.2.6,1
CIP 244954,9.6.2,1
CIP 244967,5.1.3,1
CIP 244995,5.2.3,1
CIP 254669,5.1.4,1
CIP 259100,5.1.3,1
CIP 260107,5.1.5,1
CIP 267353,5.1.7,1
CIP 267460,3.4.2,1
CIP 270142,5.1.8,1
CIP 270960,9.7.8,1
CIP 273023,5.1.2,1
CIP 273792,5.2.2,1
CIP 275036,5.2.4,1
CIP 275873,5.2.6,1
CIP 276087,5.2.3,1
CIP 276910,5.2.5,1
CIP 277632,5.1.2,1
CIP 278082,9.7.2,1
CIP 278333,10.3.3,1
CIP 280861,5.2.6,1
CIP 283295,5.4.2,1
CIP 283319,5.4.2,1
CIP 284815,5.1.2,1
CIP 287449,5.1.7,1
CIP 288065,5.2.7,1
CIP 290412,5.2.4,1
CIP 290849,5.2.7,1
CIP 291071,5.1.4,1
CIP 292751,5.1.8,1
CIP 293007,11.3.1,1
CIP 293008,5.2.3,1
CIP 294427,4.5.4,1
CIP 294612,5.2.4,1
CIP 294613,5.1.4,1
CIP 295960,5.2.2,1
CIP 296028,5.2.5,1
CIP 296098,5.2.3,1
CIP 296211,10.2.1,1
CIP 296212,10.2.1,1
CIP 296815,4.4.1,1
CIP 297087,5.2.6,1
CIP 297488,4.4.2,1
CIP 297644,5.2.4,1
CIP 298924,4.4.6,1
CIP 300807,5.2.3,1
CIP 301189,3.4.4,1
CIP 301476,5.4.2,1
CIP 301789,10.7.12,1
CIP 303075,5.1.8,1
CIP 303093,5.2.5,1
CIP 303441,5.1.5,1
CIP 303497,5.1.3,1
CIP 303659,5.1.3,1
CIP 305317,10.2.5,1
CIP 306278,5.2.3,1
CIP 310243,4.4.1,1
CIP 310733,11.1.5,1
CIP 311438,5.1.7,1
CIP 311448,4.2.11,1
CIP 311757,5.1.7,1
CIP 312348,5.2.6,1
CIP 312838,5.2.3,1
CIP 313139,5.1.6,1
CIP 313512,5.1.6,1
CIP 315022,4.4.3,1
CIP 315060,5.1.2,1
CIP 318350,5.2.7,1
CIP 318364,9.5.2,1
CIP 318523,4.4.1,1
CIP 318541,5.2.3,1
CIP 321297,5.2.1,1
CIP 321419,5.2.3,1
CIP 322567,5.1.1,1
CIP 324688,4.4.1,1
CIP 324689,5.1.8,1
CIP 325114,10.7.9,1
CIP 328928,5.1.3,1
CIP 329636,9.1.7,1
CIP 331651,5.2.5,1
CIP 340430,5.1.4,1
CIP 342837,5.2.2,1
CIP 347912,5.1.7,1
CIP 348907,5.4.4,1
CIP 349034,4.4.3,1
CIP 355939,5.2.6,1
CIP 356490,10.1.2/10.1.3,1
CIP 361623,10.3.7,1
CIP 372621,10.3.3,1
CIP 372981,9.6.8,1
CIP 375527,5.4.7,1
CIP 378264X,S.3.5,1
CIP 380610,5.4.3,1
CIP 382153,5.1.7,1
CIP 384037,5.1.6,1
CIP 384051,5.2.7,1
CIP 384103,5.2.7,1
CIP 385159,9.8.9,1
CIP 389035,1.4.7,1
CIP 389894,4.4.6,1
CIP 41181,5.4.2,1
CIP 41276,5.1.7,1
CIP 42001,5.1.4,1
CIP 479107,4.4.2,1
CIP 479260,10.3.7,1
CIP 522392,6.1.2,1
CIP 522393,10.6.12,1
CIP 522401,5.2.1,1
CIP 525050,5.2.4,1
CIP 526028,10.3.8,1
CIP 526267,9.6.4,1
CIP 530362,5.1.3,1
CIP 530363,10.6.9,1
CIP 53106,5.4.5,1
CIP 531812,5.1.3,1
CIP 532529,5.1.7,1
CIP 533603,5.2.1,1
CIP 537107,5.2.2,1
CIP 537326,9.6.4,1
CIP 538017,10.6.5,1
CIP 538425A,9.7.8,1
CIP 538919,5.4.2,1
CIP 539692,5.2.2,1
CIP 550167,5.2.3,1
CIP 550509,11.3.7,1
CIP 550516,5.2.1,1
CIP 550718,5.2.6,1
CIP 551355,5.4.3,1
CIP 561760,10.6.2,1
CIP 637203,10.3.3,1
CIP 6889606,9.5.9,1
CIP 750200,5.1.6,1
CIP 800046,5.2.6,1
CIP 800691,5.1.5,1
CIP 800692,5.1.5,1
CIP 800703,5.4.3,1
CIP 804782,5.2.6,1
CIP 804783,5.1.3,1
CIP 812449,5.1.2,1
CIP 812912,4.4.2,1
CIP 813016,37,1
CIP 813219,4.4.3,1
CIP 813221,4.4.2,1
CIP 813223,4.4.3,1
CIP 813245,5.2.2,1
CIP 813246,5.2.1,1
CIP 814334,5.2.3,1
CIP 814351,5.2.3,1
CIP 8155750,9.8.7,1
CIP 951983,4.4.1,1
CIP II159920051,5.1.6,1
CIP II351840061,5.1.1,1
COB 0111 XXX,T.6.6,1
COB 0133T,17.10.3,1
COB 0134T XX,17.9.1,1
COB 0135T,17.10.3,1
COB 0326 X,T.6.6,1
COB 0326 XX,T.6.6,1
COF 45033..Y,7.9.2,1
COF 45057..Y,7.8.1,1
COF 45063..Y,57.2.4,1
COF 45078..Y,7.8.1,1
COF 45093..Y,T.4.7,1
COF 45119..Y,7.8.1,1
COF 45123..Y,7.9.5,1
COF 45156..Y,7.9.4,1
COF AC.2276 STD,M.3.5,1
COF B.47479..Y,7.8.1,1
COF DC.2276 050,M.3.5,1
COF DC.2276 STD,M.1.6,1
COF DC.6978 STD,E.3.3,1
COF DC.8025 STD,2.4.10,1
COF GC.6926 STD,M.1.6,1
COF LC.7001 050,20.3.1,1
COF LC.7001 STD,M.7.4,1
"COF LC.7173 0,50",M.7.4,1
COF LC.8276,L.4.3,1
COF NA.6587 010,3.3.3,1
COF NA.6587 020,D.3.7,1
COF NA.6587 030,D.3.7,1
COF NA.6587 STD,D.3.7,1
COF NA.7547 020,D.3.9,1
COF NA.7547 STD,D.3.9,1
COF ND.7210 025,2.3.8,1
COF ND7210 STD,D.3.8,1
"COF NN.6306 0,25",8.5.4,1
"COF NN.6306 0,50",D.3.8,1
"COF NN.6306 1,00",D.3.8,1
COF NN.6306 STD,D.3.8,1
COF NN.6307.020,D.3.6,1
COF NN.6308.020,D.2.8,1
COF NN.6408 025,3.6.4,1
COF NN.6408 075,7.8.3,1
"COF NN.6408 1,00",BC2.6.2,1
COF NN.6408 STD,M.5.6,1
COF NN.6408.050,20.3.1,1
COF NO.6407 STD,M.5.7,1
COF NO.6407.025,M.5.7,1
COF NO.6407.050,M.5.7,1
"COF NO.7196 0,75",M.5.7,1
COF NO.7196 050,M.5.7,1
COF NO.7196 STD,M.5.7,1
COL ML-5955 PD,L.6.6,1
COL ML-5956 PD,MOSTRADOR,1
COL ML-5961 PD,L.6.6 / N.1.6,1
COL ML-6211 ZM,MOSTRADOR,1
COL ML-7075 ZM,MOSTRADOR,1
COM 135921,F.3.7,1
COM 285248,3.7.3,1
CON C-1615.2,2.5.7 / 2.6.8,1
CON CO-1/303,6.2.6,1
CON CO-1/308,6.2.6,1
CON CO-1/314,9.3.7,1
CON CO-1/316,6.2.6,1
COR 01074N,2.3.2,1
COR 01173V,3.4.1,1
COR 01797V,3.6.4,1
COR 03248T,3.4.1,1
COR 03250T,3.4.1,1
COR 07343V,3.8.8,1
COR 07546V,3.4.1,1
CHA CH1088,5.1.7,1
DAR 20034,N.5.4,1
DIE 1.22132,25.3.4,1
DIE 1314278,F.2.10,1
DIE 1318388,D.5.11,1
DIE 1319557,1.1.4,1
DIE 1324824,A.1.6,1
DIE 1343373,1.7.5,1
DIE 1349840.0,F.2.10,1
DIE 1364636,1.5.7,1
DIE 139110,F.4.9,1
DIE 1397523,12.1.2,1
DIE 1402272,W.3.5,1
DIE 1409890,1.4.4,1
DIE 1411129,1.4.1,1
DIE 1420197,3.5.11,1
DIE 1476415,F.2.11/B.2.5,1
DIE 1488083,1.5.2,1
DIE 1578700,A.1.5,1
DIE 1739098,1.3.8,1
DIE 1741091,1.1.4,1
DIE 234387,5.5.10,1
DIE 270946,D.6.11,1
DIE 273983,D.6.11,1
DIE 314876,2.4.1,1
DIE 315554,4.2.7,1
DIE 350484,5.4.9,1
DIE 355708,1.4.4,1
DIE 358404,2.2.4,1
DIE 369477,D.4.11,1
DIP A-1095,H.5.14,1
DIP E-4016,1.1.6,1
DJA 42415,B.5.2,1
DRI PD-0700,N.1.2,1
DRI PD-2380,N.5.2,1
DRI PD-3990,6.6.3,1
DYN 168,28.1.3,1
EAG LA1199E YL,B.2.4,1
EAT VS 1177,8.5.3,1
EAT VS 1178,8.5.3,1
EAT VS 1814,8.5.3,1
EAT VS 2535,8.5.3,1
EAT VS 4905-8,8.5.3,1
EAT VS 4936-8,1.3.5,1
EAT VS 5166,7.8.3,1
ECK 514098,C.6.4,1
ECO 1169,6.2.1,1
EDN 0606,2.5.8,1
EDN 2032,R.1.6,1
ENG ET20233,7.7.3,1
ETE-7518,1.2.8,1
EUR 74.53.0227,8.5.3,1
EUR 74.53.0436,8.5.3,1
EUR 74.53.0508,17.2.2,1
EUR 74.53.0509,8.5.3,1
EUR 95.53.0404,H.2.8,1
FAG 218248/10,7.4.2,1
FAG 32309A,41.1.3,1
FAG 32312,7.4.5,1
FAG 33017,7.4.1,1
FAG 33109,7.4.4,1
FAG 33208,7.4.4,1
FAG 3382/20,7.4.5,1
FAG 510148B,41.1.3,1
FAG 534565,8.8.4,1
FAG 559.552,R.2.8/R.2.9,1
FAG 6007,F.4.12,1
FAG 6207,8.8.4,1
FAG 6303.2RSR,41.2.5,1
FAG 6304,7.4.5,1
FAG K39580.39520,7.4.3,1
FAG KHM518445/410,7.4.2,1
FAG NUP2212E,41.2.3,1
FAL 07011,I.5.5,1
FAL 07012,M.4.2/I.5.6,1
FAL 07037,M.4.3,1
FAL 07600,14.3.3/14.3.4/14.3.5,1
FAL 08490,P.2.4,1
FAL 08545,P.2.4,1
FAL 08603,8.8.6,1
FAL 08665,P.1.3,1
FAL 08819,P.1.4,1
FAL 09608,9.1.4,1
FAL 09992,9.6.2,1
FAL 10136,P.1.3,1
FAL 11767,P.2.3,1
FAL 12143,9.1.8,1
FAL 13734,K.4.7,1
FAL 14226,M.3.7,1
FAL 15012,K.4.7,1
FAL 16936,6.9.2,1
FAL 16948,P.1.5,1
FAL 16967,N.5.3,1
FAL 35495,I.4.14,1
FAN 052.041,6.7.4,1
FAN 052.058,6.8.8,1
FAN 052.090,S.4.1,1
FAN 052.116,18.2.1,1
FAN 060.321,9.3.5,1
FAN 060.330,P.1.5,1
FAN 085.012,S.6.6,1
FAN 085.042,11.1.2,1
FAR 91175-13,2.1.3,1
FAR 92685-66,C.7.7,1
FAR 93615-83,5.3.3,1
FAR 97425-0,C.4.2,1
FAR 99715-71,2.2.5,1
FER 205149/10,F.5.9,1
FERV 01-0010,PASILLO E,1
FERV 01-0020,PASILLO E,1
FERV 01-0510,71.1.1,1
FERV 01-2320,PASILLO E,1
FERV 01-6010,PASILLO E,1
FERV 05-0050,6.9.2,1
FERV 05-0220,6.2.3,1
FERV 06-0410,17.3.2,1
FERV 06-1410,34.8.2,1
FERV 06-1610,2.5.4,1
FERV 06-1620,F.6.6,1
FERV 06-1810,34.8.2,1
FERV 06-3710RA-AL,E.PASILLO,1
FERV 06-5310RE/AL,E.PASILLO,1
FERV 06-9530,E.PASILLO,1
FERV 07-0310,6.2.3,1
FIR 1R1A-390-295,34.4.3,1
FIR 1R1C-390-310,34.4.3,1
FLA 82 0636,6.7.7,1
FLA 90 0005,2.4.7,1
FLA 90 0007,2.4.5,1
FLA 90 0176,2.5.2,1
FLA 90 0240,2.3.2,1
FLA 97 0089,6.2.3,1
FLE 966555,C.6.5,1
FLT 30308,H.2.2,1
FNA 5145.4,6.3.6,1
FOC 4402,T.2.6,1
FOC 7010,3.4.5,1
FRA 176,17.1.1,1
FRA 176 X,T.7.4,1
FRA SV226,17.7.1,1
FRA SV229,T.5.5,1
FRI BB-4195-1X,17.10.3,1
FRI BB-4514-1X,69.2.2,1
FRI BB-4514-2X,17.9.3,1
FRI BB-4515-2X,17.9.4,1
FRI BB-4644-1X,17.8.1,1
FRI BB-7176,17.8.1,1
FRI BB-7180,17.8.2,1
FRI BB-7181,17.10.3,1
FRI BB-7182,17.8.4,1
FRI BB-7182-2X,17.8.4,1
FRI BB-7183-2X,17.8.4,1
FRI BB-7183-3X,17.8.4,1
FRI BB-7184-1X,17.8.3,1
FRI BB-7184-3X,17.8.4,1
FRI BB-7185-1X,17.8.2,1
FRI BB-7185-3X,17.8.2,1
HAN 5.00R12,21.5.4,1
FRI BB-7223,17.8.2,1
FRI BB-7223-1X,17.9.2,1
FRI BB-7226-1X,17.9.1,1
FRI BB-7226-2X,17.9.1,1
FRI BB-7230,17.9.1,1
FRI BB-7230-1X,17.9.1,1
FRI BB-7231,17.10.2,1
FRI BB-7777,35.7.3,1
FRI BB-7777-1X,35.7.3,1
FUS K-306,5.1.6,1
FX-1528,2.2.3,1
FX-2948,7.9.1,1
GAR 716639,E.1.5,1
GAU GA 001,2.5.3,1
GAU GA 011,2.6.2,1
GAU GA 012,2.5.10,1
GAU GA 013,5.1.11,1
GAU GA 018,2.6.3,1
GAU GA 042,4.4.3,1
GAU GA 1001,2.6.6,1
GAU GA 1002,2.6.3,1
GAU GA 1065,2.6.3,1
GAU GA 1366,2.6.3,1
GAU GA 1541,2.6.3,1
GAU GA 1547,2.6.3,1
GAU GA 1959,2.5.3,1
GAU GA 1989,2.6.3,1
GAU GA-1106,2.6.4,1
GAU GA-1107,2.6.8,1
GAU LS-981,3.3.1,1
GAUE 1241,J.2.3,1
GAUE 1242,3.4.1,1
GED 27 X 24,N.3.4,1
GED 27 X 30,N.3.4,1
GIR 166,1.2.3,1
GIR 21304,2.1.6,1
GIR 3205-1,A.1.9,1
GIR 39580/28,F.5.9,1
GIR NJ309,2.5.3,1
GIR SP21,1.2.3,1
GLO GP-1077,M.8.12,1
GLO GP-1103,9.4.2,1
GLO GP-1110,6.6.3,1
GLO GP-1112,8.8.6,1
GLO GP-1113,6.7.7,1
GOM 302001,1.3.3,1
GOO 5331,F.3.10/F.3.8,1
GRA 131C,6.6.5,1
GRA 1520B,6.9.4,1
GRA 154 E,1.2.1,1
GRA 156 D,1.2.1,1
GRA 1626 G,Q.2.3,1
GRA 1672,6.8.7,1
GRA 1675 G,4.1.6,1
GRA 205DG,2.3.4,1
GRA 205EP,2.3.4,1
GRA 218 D,6.8.3,1
GRA 1675 G,6.9.4,1
GRA 2457,6.8.7,1
GRA 2516,6.9.4,1
GRA 2518,11.3.6,1
GRA 2520,11.4.5,1
GRA 277,2.5.2,1
GRA 295,2.3.9,1
GRA 308 D,2.2.9,1
GRA 308 E,2.2.9,1
GRA 731D,4.3.4,1
GRA 731I,6.7.10,1
GRA 780,6.3.6,1
GRA 786,6.8.7,1
HEL 004.241-157,5.2.12,1
HEL 06-80,1.2.4,1
HIT HT 4000,T.2.6,1
IAS 61.40.4013,6.8.1,1
IAS 61.45.3017,O.8.9,1
IAS 61.45.4028,8.7.3,1
IAS 61.45.4063,32.3.1,1
IAS 61.45.5016,8.7.2,1
IAS 61.45.5022,6.1.4,1
IAS 61.45.6027,4.3.3,1
