CT1095,GASTOS VARIOS DE VENTAS 10%,CT1095
CT1022,FLETE PROVEEDOR (10%),CT1022
CT1023,SEGURO MOVILES (10%),CT1023
CT1096,SEGUROS A DEVENGAR 5%,CT1096
CT1024,SEGURO LOCAL (10%),CT1024
CT1140,INSUMOS - EXENTA,CT1140
CT1025,SEGURO VALORES (10%),CT1025
CT1123,COMBUSTIBLES - LOGISTICA,CT1123
CT1224,HONORARIOS SOFTWARE SISTEMA INFORMATICO,CT1224
CT1216,GASTOS DE PROMOCION - EXENTAS,CT1216
CT1109,MANTENIMIENTO VEHICULO -D2O AKY 743,CT1109
CT1253,CONSUMICION GASTOS PROVEEDOR-IVA 5%,CT1253
CT1097,SEGUROS A DEVENGAR 10%,CT1097
CT1026,SEGURO MEDICO FUNCIONARIOS (10%),CT1026
CT1124,COMBUSTIBLES- ADMINISTRACION,CT1124
CT1000,TASA DE INTERVENCION ADUANERA - IMPORTACION,CT1000
CT1064,CHEQUES RECHAZADOS,CT1064
CT1001,IVA - IMPORTACION,CT1001
CT1002,TASA INDI - IMPORTACION,CT1002
CT1159,"MERCHANDISING, EXHIBIDORES, CARTELES - MARKETING",CT1159
CT1003,SERVICIO DE VALORACION ADUANERA - IMPORTACION,CT1003
CT1004,TASA PORTUARIA - IMPORTACION,CT1004
CT1006,APERTURA DE REGISTRO - IMPORTACION,CT1006
CT1007,VISACION CONSULAR - IMPORTACION,CT1007
CT1162,SERVICIOS DE MONTACARGA,CT1162
CT1008,GASTOS ADMINISTRATIVOS,CT1008
CT1009,HONORARIOS PROFESIONALES ADMINISTRATIVOS,CT1009
CT1010,DERECHOS ADUANEROS - IMPORTACION,CT1010
CT1011,CANON INFORMATICO - IMPORTACION,CT1011
CT1027,GASTOS DE VENTAS (10%)  REPARAC.CLIENTES,CT1027
CT1028,GASTOS DE PUBLICIDAD (EXENTA),CT1028
CT1029,REPARACION MOVILES,CT1029
CT1030,"MATERIALES PARA SERVICIOS,AGUA DEST,ACIDO, BICARBONATO.. 10%",CT1030
CT1141,GASTOS DE TELEFONIA EMPRESA IVA 10%,CT1141
CT1031,MONTACARGA/SERVICIO/TRASLADO,CT1031
CT1032,"GASTOS CLIENTES,PROVEEDORES,REGALOS, CENAS...(10%)",CT1032
CT1033,IMPRESOS (10%),CT1033
CT1034,CUOTAS Y SUSCRIPCIONES (EXENTA),CT1034
CT1035,ALQUILERES PAGADOS(10%),CT1035
CT1098,"VIATICOS, ALOJAMIENTO, CONSUMISION",CT1098
CT1036,CUOTAS DE MOVILES (10%),CT1036
CT1099,DONACIONES- (EXENTA,CT1099
CT1125,INTERESES S/ DESCUENTO DE CHEQUES IVA 5%,CT1125
CT1147,MANTENIMIENTO VEHICULO FIAT CAG 647 (17),CT1147
CT1160,MANTENIMIENTO VEHICULO- AER 744,CT1160
CT1063,COSTO DE VENTAS DE MATERIALES,CT1063
CT1148,MANTENIMIENTO VEHICULO -AVT 730,CT1148
CT1149,MANTENIMIENTO VEHICULO BAZ442 (3),CT1149
CT1039,HONORARIOS SERVICIOS CONTABLES,CT1039
CT1040,GASTOS DE COMBUSTIBLES,CT1040
CT1041,SEGURIDAD Y VIGILANCIA,CT1041
CT1042,GASTOS DE ALMACENAMIENTO,CT1042
CT1409,INVERSIONES - EXENTAS,CT1409
CT1223,GASTOS DE DESESTIBA - IVA 10%,CT1223
CT1142,MULTAS- INFRACCION TRANSITO - EXENTA,CT1142
CT1220,BAJA DE INVENTARIO POR AIE,CT1220
CT1143,COMISIONES Y GASTOS BANCARIOS (EXENTAS),CT1143
CT1410,GASTOS FUNCIONARIOS- GUARDERIA- EXCENTA,CT1410
CT1411,"AGUA, LUZ Y TELEFONO- AUTOCENTRO - EXENTA",CT1411
CT1272,MEJORAS EN PREDIO AJENO- 5%,CT1272
CT1273,MEJORAS EN PREDIO AJENO- EXENTA,CT1273
CT1254,GASTOS PREOPERATIVOS GROUPAUTO (10%),CT1254
CT1255,GASTOS PREOPERATIVOS GROUPAUTO (5%),CT1255
CT1173,DONACIONES (GRAVADA 10%),CT1173
CT1182,MEJORAS EN PREDIO AJENO- 10%,CT1182
CT1312,GASTOS DE LICITACIONES- IVA 10%,CT1312
CT1413,MOTO KENTON GL 150 ROJO CHASIS N°,CT1413
CT1414,KIA K2700 C/C 2.7 D M/T SEN C/C A.A CHASIS N°,CT1414
CT1225,MANTENIMIENTO DE EDIFICIO IVA 10%,CT1225
CT1163,MANTENIMIENTO VEHICULO FIAT BAO 470,CT1163
CT1256,GASTOS PREOPERATIVOS GROUPAUTO (EXENTA),CT1256
CT1431,BONIFICACION- EMPLEADO 10%,CT1431
CT1179,GASTOS DE ALMACENAMIENTO,CT1179
CT1313,HONORARIOS ADMIN- AUTOCENTRO,CT1313
CT1174,MANTENIMIENTO VEHICULO- SCANIA BES 265,CT1174
CT1257,HONORARIOS PROFESIONALES - LOGISTICA,CT1257
CT1314,HONORARIOS VENTAS - AUTOCENTRO,CT1314
CT1315,HONORARIOS LOGISTICA - AUTOCENTRO,CT1315
CT1316,GASTOS DE LICITACIONES- EXENTAS,CT1316
CT1183,RODADOS,CT1183
CT1252,GASTOS REGALOS DE FUNCIONARIOS- EXENTAS,CT1252
CT1406,PUBLICIDAD A DEVENGAR,CT1406
CTP 8N-9803,FILTRO DE COMBUSTIBLE,CTP 8N-9803
CT1258,GASTOS DE CAPACITACION (LOGISTICA) IVA 10%,CT1258
CT1047,MANTENIMIENTO EN PREDIO AJENO,CT1047
CT1048,"AGUA, LUZ Y TELEFONO",CT1048
CT1049,GASTOS DE PROMOCION,CT1049
CT1050,UTILES DE OFICINA,CT1050
CT1051,GASTOS DE COMPUTACION,CT1051
CT1052,EQUIPO DE INFORMATICA,CT1052
CT1053,GASTOS APERTURA SUC 4 (IVA 5),CT1053
CT1054,MERCADERIAS 10%,CT1054
CT1055,MERCADERIAS EXENTA,CT1055
CT1056,SERVICIO DE ALMUERZO FUNCIONARIOS EXENTA,CT1056
CT1045,CONEXION (IVA 10%),CT1045
CT1057,FLETE INTERNO EXENTA,CT1057
CT1058,FLETE 10%,CT1058
CT1059,CONSUMICION VIATICO 10%,CT1059
CT1060,CONSUMICION GASTOS PROVEEDOR,CT1060
CT1061,CONSUMICION EMPRESA 10%,CT1061
CT1062,CONSUMICION EMPRESA 5%,CT1062
CT1037,GASTOS SUCURSAL 4 (10%),CT1037
CT1038,GASTOS DE TELEFONIA E INTERNET (10%),CT1038
CT1065,MUEBLES Y UTILES,CT1065
CT1066,UTILES Y ENSERES GRAV 10,CT1066
CT1067,UTILES Y ENSERES GRAV 5,CT1067
CT1068,UTILES Y ENSERES EXENTA,CT1068
CT1069,MANTENIMIENTO VEHICULO - LOGISTICA,CT1069
CT1070,GASTOS DE COMPUTACION,CT1070
CT1071,GASTOS PARA REGALO EN PROMOCION,CT1071
CT1072,GASTOS ADM. DE IMPORTACION EXENTA,CT1072
CT1073,UTILES Y ENSERES-CONTADORA DE BILLETES EV 8626,CT1073
CT1074,GASTOS UNIFORMES FUNCIONARIOS,CT1074
CT1075,GASTOS DE LIMPIEZA 10%,CT1075
CT1076,GASTOS VARIOS DE VENTAS- CINTAS- BOLSAS,CT1076
CT1077,"RECARGA DE TONER, CARTUCHOS",CT1077
CT1078,MANTENIMIENTO DE VEHICULO- YAMAHA ROJO,CT1078
CT1079,MANTENIMIENTO VEHICULO-FIAT BAN480,CT1079
CT1080,EQUIPO DE INFORMATICA -NOTEBOOK TOSHIBA,CT1080
CT1081,MANTENIMIENTO VEHICULO-ADR 786,CT1081
CT1082,FLETE INTERNO 10% - IMPORTACION,CT1082
CT1083,FLETE EXENTA - IMPORTACION,CT1083
CT1084,IMPRESORA HP 1660-PTO SEGURO,CT1084
CT1085,MANTENIMIENTO VEHICULO - ADMINISTRACION,CT1085
CT1086,MANTENIMIENTO VEHICULO-ISUSU BCK714,CT1086
CT1087,GASTOS ESCRITURACION MOVILES (10%),CT1087
CT1088,GASTOS ESCRITURACION MOVILES (EXENTA),CT1088
CT999,GASTOS,CT999
CT 1089,GASTOS EQUIPO DE AGUA 10%,CT 1089
CT1090,GASTOS DE INSTALACION,CT1090
CT1091,IMPRESOS Y UTILES DE OFICINA,CT1091
CT1092,"MATERIALES PARA SERVICIOS,AGUA DEST,ACIDO, BICARBONATO.. 5%",CT1092
CT1093,MANTENIMIENTO VEHICULO FORD CURRIER AVZ 418 (13),CT1093
CT1094,MANTENIMIENTO VEHÍCULO ALA 298 (05),CT1094
CT1226,EQUIPOS DE COMUNICACION,CT1226
CT1100,CAPACITACION FUNCIONARIOS EXENTA,CT1100
CT1110,UTILES VARIOS,CT1110
CT1101,CAPACITACION FUNCIONARIOS IVA 10%,CT1101
CT1102,INSUMOS IVA 10%,CT1102
CT1103,GASTOS DE TELEFONIA E INTERNET EXENTA,CT1103
CT1104,REPARACION EDIFICIO (10%),CT1104
CT1105,CONSUMICION EMPRESA EXENTA,CT1105
CT1111,REPARACIONES VARIAS EXENTA,CT1111
CT1112,CONSUMICION GASTOS CHARLAS -MARKETING,CT1112
CT1106,SERVICIOS PERSONALES,CT1106
CT1107,REMUNERACION SUPERIOR,CT1107
CT1126,COMBUSTIBLES MOTO YAHAHA NEGRO 302 AVT,CT1126
CT1113,ALQUILERES-CHARLAS-EVENTOS- MARKETING,CT1113
CT1114,GASTOS EVENTOS -MARKETING,CT1114
CT1115,MANTENIMIENTO VEHICULO SAVEIRO 298,CT1115
CT1116,MANTENIMIENTO FIAT UNO BAO470,CT1116
CT1117,MANTENIMIENTO VEHICULO FIAT BAP 828,CT1117
CT1118,"HOSPEDAJES, CONSUMICION, VIATICOS",CT1118
CT1119,MANTENIMIENTO VEHICULO KIA BAV 808,CT1119
CT1120,REPARACION BIEN DE USO,CT1120
CT1121,ARTICULOS PARA MANTENIMIENTO-PINTURAS,CT1121
CT1127,MANTENIMIENTO VEHICULO DAEWO ADR 876,CT1127
CT1128,COMBUSTIBLES MOTO YAHAHA ROJO AGE 764,CT1128
CT1129,UNIFORMES FUNCIONARIOS -EXENTAS,CT1129
CT1130,UNIFORMES FUNCIONARIOS -IVA 10%,CT1130
CT1131,MANTENIMIENTO VEHICULO- EXENTA,CT1131
CT1132,MANTENIMIENTO VEHICULO -CANTER BAE 433,CT1132
CT1133,COMISIONES Y GASTOS BANCARIOS - IVA 5%,CT1133
CT1134,COMISIONES Y GASTOS BANCARIOS - IVA 10%,CT1134
CT1135,INTERESES A DEVENGAR - PRESTAMOS IVA 5%,CT1135
CT1136,INTERESES PAGADOS IVA 5%,CT1136
CT1144,MANTENIMIENTO VEHICULO FORD F1000 KAB 329,CT1144
CT1145,MANTENIMIENTO MONITOREO DE ALARMAS,CT1145
CT1146,REPARACIONES VARIAS IVA 10%,CT1146
CT1150,MANTENIMIENTO VEHICULO BCX 342(149,CT1150
CT1151,MANTENIMIENTO VEHICULO  MOTO DANI - GUSTAVO,CT1151
CT1152,MANTENIMIENTO BIEN DE USO,CT1152
CT1153,"HOSPEDAJES, CONSUMICION, VIATICOS- EXENTA",CT1153
CT1154,MAQUINARIAS,CT1154
CT1155,MANTENIMIENTO DE VEHICULO- YAMAHA NEGRO ABT 302,CT1155
CT1156,MANTENIMIENTO VEHICULO- ABV 170,CT1156
CT1157,MANTENIMIENTO VEHÍCULO ALA 299 (12),CT1157
CT1158,MANTENIMIENTO VEHICULO- RX ROJO BAD 888,CT1158
CT1161,MANTENIMIENTO VEHICULO FIAT STRADA BAG 647,CT1161
CT1166,BIEN DE USO 10%,CT1166
CT1164,MANTENIMIENTO VEHICULO FIAT BAZ 142,CT1164
CT1165,COMBUSTIBLES YAHAHA AZUL AGE 692 (EXENTA),CT1165
CT1318,"HOSPEDAJES, CONSUMICION, VIATICOS- 5%",CT1318
CT1167,MANTENIMIENTO VEHICULO FIAT STRADA BCA 633,CT1167
CT1168,GASTOS EN PREDIO AJENO,CT1168
CT1170,AGUINALDOS,CT1170
CT1171,MANTENIMIENTO VEHICULO  MOTO WILSON,CT1171
CT1172,MANTENIMIENTO VEHICULO -TOYOTA BBH 966,CT1172
CT1175,MANTENIMIENTO BIEN DE USO- EXENTA,CT1175
CT1176,MANTENIMIENTO VEHICULO FIAT BAZ 145 (4),CT1176
CT1177,IMPORTACION EN CURSO - IVA 5%,CT1177
CT1178,UTILES VARIOS- EXENTAS,CT1178
CT1180,PATENTES RODADOS (EXENTAS),CT1180
CT1181,PATENTES E IMPUESTOS COMERCIAL (EXENTAS),CT1181
CT1184,MANTENIMIENTO VEHICULO - VENTAS,CT1184
CT1185,MANTENIMIENTO VEHICULO - DAEWO DAMAS ABV 192,CT1185
CT1186,COMBUSTIBLES VEHICULO - FIAT BAO 470,CT1186
CT1187,MANTENIMIENTO VEHICULO - AVZ 428,CT1187
CT1188,COMISIONES PAGADAS,CT1188
CT1192,BONIFICACION- EMPLEADO- EXENTA,CT1192
CT1189,MANTENIMIENTO VEHÍCULO AGE 692,CT1189
CT1190,GASTOS DE ENCOMIENDA - EXENTAS,CT1190
CT1191,MANTENIMIENTO VEHÍCULO AGE 692- EXENTA,CT1191
CT1193,COMBUSTIBLES VEHICULO - FIAT STRADA DAG 647,CT1193
CT1194,GASTOS DE ALMACENAMIENTO- IVA 5%,CT1194
CT1195,PUBLICIDAD- ALQUILER DE ESPACIO- IVA 5%,CT1195
CT1196,MANTENIMIENTO VEHÍCULO BEL 180- FIAT FIORINO,CT1196
CT1197,BONIFICACIONES PAGADAS- EXENTAS,CT1197
CT1198,GASTOS VARIOS DE VENTAS - EXENTA,CT1198
CT1199,TASAS PODER JUDICIAL - EXENTA,CT1199
CT1200,GASTOS DE INSTALACION- EXENTA,CT1200
CT1201,SISTEMA INFORMATICO LICENCIA WINDOWS,CT1201
CT1202,COMBUSTIBLES VEHICULO BAD 888,CT1202
CT1203,COMBUSTIBLES VEHICULO BAK 633 FIAT,CT1203
CT1204,COMBUSTIBLES VEHICULO BCO 347,CT1204
CT1205,MANTENIMIENTO VEHÍCULO MOTO ABL 691 KENTON CITY 125,CT1205
CT1206,GASTO NO DECUCIBLE - EXENTA,CT1206
CT1207,GASTOS ADMINISTRATIVOS-EXENTA,CT1207
CT1208,MANTENIMIENTO VEHÍCULO FIAT FIORINO BAK 633,CT1208
CT1209,MANTENIMIENTO VEHÍCULO PKC 707 KIA K2700,CT1209
CT1210,RODADOS EXENTA,CT1210
CT1211,HONORARIOS PROFESIONALES ADMINISTRATIVOS- EXENTAS,CT1211
CT1212,IMPRESOS Y UTILES - EXENTAS,CT1212
CT1213,MANTENIMIENTO VEHÍCULO - BAE 647 -FIAT STRADA,CT1213
CT1214,RECIBO COMUN,CT1214
CT1215,MANTENIMIENTO VEHÍCULO PKC 812,CT1215
CT1217,GARANTIA DE ALQUILER- EXENTA,CT1217
CT1218,MANTENIMIENTO VEHÍCULO BAJ 096,CT1218
CT1259,GASTOS DE CAPACITACION (LOGISTICA) EXENTA,CT1259
CT1221,GASTOS SUCURSAL 4 (EXENTA),CT1221
CT1222,MANTENIMIENTO VEHÍCULO - BAS 799,CT1222
CT1260,GASTOS DE CAPACITACION COMERCIAL - EXENTA,CT1260
CT1227,BENEFICIO ADICIONAL A EMPLEADO LEY 285/93,CT1227
CT1229,ALQUILERES PAGADOS (IVA 5%) $,CT1229
CT1230,SUC 2- GASTOS IVA 10%,CT1230
CT1231,SUC 2- GASTOS PREOPERATIVOS IVA 5%,CT1231
CT1232,SUC 2- GASTOS PREOPERATIVOS EXENTAS,CT1232
CT1233,SUC 2- MERCADERIAS IVA 10%,CT1233
CT1234,SUC2- MERCADERIAS EXENTAS,CT1234
CT1236,SISTEMAS DE ALARMAS,CT1236
CT1237,INSTALACIONES - ACTIVO,CT1237
CT1238,GASTOS DE EXPORTACION- IVA 10%,CT1238
CT1239,GASTOS DE EXPORTACION- EXENTA,CT1239
CT1240,GASTOS DE REPRESENTACION EN EL EXTERIOR - IVA 10%,CT1240
CT1241,GASTOS DE REPRESENTACION EN EL EXTERIOR - EXENTA,CT1241
CT1242,GASTOS PREOPERATIVOS SUC 5- IVA 10%,CT1242
CT1243,GASTOS PREOPERATIVOS SUC 5- IVA 5%,CT1243
CT1244,GASTOS PREOPERATIVOS SUC 5- EXENTA,CT1244
CT1245,DESCUENTO OBTENIDOS - IVA 10%,CT1245
CT1246,DESCUENTO OBTENIDOS - EXENTA IMPORTACIONES,CT1246
CT1247,SUC 2 -GASTOS PREOPERATIVOS- IVA 10%,CT1247
CT1248,INTERESES S/ PRESTAMOS IVA 5%,CT1248
CT1261,GASTOS DE CAPACITACION COMERCIAL - IVA 10%,CT1261
CT1262,HONORARIOS PROFESIONALES - VENTAS,CT1262
CT1274,GASTOS DE PROMOCION - IVA 5%,CT1274
CT1249,SEGURIDAD Y VIGILANCIA - EXENTA,CT1249
CT1250,COMISIONES PAGADAS- EXENTA,CT1250
CT1251,MANTENIMIENTO VEHICULO BHK 306,CT1251
CT1263,HONORARIOS PROFESIONALES MARKETING,CT1263
CT1267,HONORARIOS PROFESIONALES OTROS SECTORES,CT1267
CT1264,GASTOS DE CAPACITACION (MARKETING) IVA 10%,CT1264
CT1265,GASTOS DE CAPACITACION (MARKETING) EXENTA,CT1265
CT1266,HONORARIOS PROFESIONALES DE TERCEROS,CT1266
CT1268,DONACIONES - IVA 5%,CT1268
CT1269,GASTOS PREOPERATIVOS MEGAPIXEL  (10%),CT1269
CT1270,GASTOS PREOPERATIVOS MEGAPIXEL (5%),CT1270
CT1271,GASTOS PREOPERATIVOS MEGAPIXEL (EXENTA),CT1271
CT1275,GRUPO ELITE SA -GASTOS PREOPERATIVOS IVA 10%,CT1275
CT1276,GRUPO ELITE SA -GASTOS PREOPERATIVOS IVA 5%,CT1276
CT1277,GRUPO ELITE SA -GASTOS PREOPERATIVOS EXENTAS,CT1277
CT1278,"AGUA, LUZ Y TELEFONO-EXENTA",CT1278
CT1279,GASTOS DE COMPUTACION -EXENTA,CT1279
CT1280,ALQUILERES PAGADOS POR ADELANTADO- IVA 5%,CT1280
CT1281,CONSUMICION - AUTOCENTRO- 10%,CT1281
CT1282,CONSUMICION AUTOCENTRO 5%,CT1282
CT1283,CONSUMICION AUTOCENTRO -EXENTA,CT1283
CT1284,FLETE AUTOCENTRO  10%,CT1284
CT1285,FLETE AUTOCENTRO - EXENTA,CT1285
CT1286,UNIFORMES FUNCIONARIOS AUTOCENTRO -IVA 10%,CT1286
CT1287,UNIFORMES FUNCIONARIOS AUTOCENTRO -EXENTAS,CT1287
CT1288,GASTOS VARIOS DE VENTAS AUTOCENTRO 10%,CT1288
CT1289,GASTOS VARIOS DE VENTAS AUTOCENTRO - EXENTA,CT1289
CT1290,GASTOS VARIOS AUTOCENTRO IVA 10%,CT1290
CT1291,GASTOS VARIOS AUTOCENTRO IVA 5%,CT1291
CT1292,GASTOS VARIOS AUTOCENTRO EXENTA,CT1292
CT1293,GASTOS DE PROMOCION AUTOCENTRO - 10%,CT1293
CT1294,GASTOS DE PROMOCION AUTOCENTRO - 5%,CT1294
CT1295,GASTOS DE PROMOCION AUTOCENTRO- EXENTAS,CT1295
CT1296,PUBLICIDAD AUTOCENTRO (10%),CT1296
CT1297,PUBLICIDAD AUTOCENTRO EXENTA,CT1297
CT1298,ALQUILERES PAGADOS AUTOCENTRO (IVA 5%),CT1298
CT1299,SEGURIDAD Y VIGILANCIA AUTOCENTRO,CT1299
CT1300,IMPRESOS Y UTILES DE OFICINA - AUTOCENTRO,CT1300
CT1301,"AGUA, LUZ Y TELEFONO- AUTOCENTRO",CT1301
CT1302,GASTOS DE LIMPIEZA - AUTOCENTRO - 10%,CT1302
CT1303,GASTOS DE LIMPIEZA - AUTOCENTRO - EXENTA,CT1303
CT1304,GASTOS DE INSTALACION- AUTOCENTRO 10%,CT1304
CT1305,REPARACIONES VARIAS AUTOCENTRO IVA 10%,CT1305
CT1306,REPARACIONES VARIAS AUTOCENTRO EXENTA,CT1306
CT1307,COMISIONES PAGADAS OPERATIVOS AUTOCENTRO 10%,CT1307
CT1308,GASTOS VARIOS OPERATIVOS - AUTOCENTRO 10%,CT1308
CT1309,GASTOS VARIOS OPERATIVOS - AUTOCENTRO 5%,CT1309
CT1310,GASTOS VARIOS OPERATIVOS - AUTOCENTRO EXENTA,CT1310
CT1311,MANTENIMIENTO BIEN DE USO - AUTOCENTRO 10%,CT1311
CT1317,COMISIONES Y GTOS. BANCARIOS - AUTOCENTRO 10%,CT1317
CT1417,SISTEMAS INFORMATICOS,CT1417
CT1319,INTERESES S/DESCUENTO DE CHEQUES (IVA 10%),CT1319
CT1320,INTERESES A DEVENGAR S/PRESTAMOS (IVA 10%),CT1320
CT1321,INTERESES S/PRESTAMOS (IVA 10%),CT1321
CT1322,INTERESES S/ PRESTAMOS (IVA 10%)--,CT1322
CT1400,INMUEBLE ÑEMBY PADRON 1185 FINCA 400 IVA 5%,CT1400
CT1401,INMUEBLE ÑEMBY FINCA 1185 PADRON 400 EXENTA,CT1401
CT1403,GASTOS OPERATIVOS - GRAN ALMACEN (IVA 10%),CT1403
CT1402,COMISIONES POR TARJETAS (IVA 10%),CT1402
CT1404,MERCADERIAS - PROVISORIO,CT1404
CT1405,GASTOS PREOPERATIVOS AUTOPARTES (EXENTA),CT1405
CTY 195R15C,195R15C 8PR 106/104Q CONSTANCY,CTY 195R15C
CT1407,HERRAMIENTAS Y EQUIPOS,CT1407
CT1408,GRATIFICACIONES ANUAL,CT1408
CT1418,GASTO DE PUBLICIDAD GT RADIAL,CT1418
CT1421,GASTOS PARA EVENTOS EXENTA,CT1421
CT1422,SEGURO MEDICO FUNCIONARIOS (5%),CT1422
CT1423,ANTICIPO UTILIDADES FEDERICO FRUTOS,CT1423
CT1424,ANTICIPO FEDERICO FRUTOS,CT1424
CT1425,ANTICIPO UTILIDADES OLGA ESTELA PEREIRA,CT1425
CT1426,ANTICIPO OLGA ESTELA PEREIRA,CT1426
CT1427,ANTICIPO UTILIDADES RAUL FRUTOS,CT1427
CT1428,ANTICIPO RAUL FRUTOS,CT1428
CT1429,ANTICIPO UTILIDADES JAZMIN FRUTOS,CT1429
CT1430,ANTICIPO JAZMIN FRUTOS,CT1430
CT1432,GARANTIA A FABRICA - EXENTA,CT1432
CT1433,PRESTAMOS BANCARIOS - EXENTA,CT1433
CT1434,PRESTAMOS FUNCIONARIOS IVA 10%,CT1434
CT1436,LIQUIDACION DE HABERES - EXENTA,CT1436
CT1005,FLETE Y SEGURO 10% - IMPORTACION,CT1005
CT1437,FLETE Y SEGURO EXENTA - IMPORTACION,CT1437
CT1438,SEGURO 10% - IMPORTACION,CT1438
CT1439,SEGURO EXENTA - IMPORTACION,CT1439
CT1440,IVA - S/ TASAS PORTUARIAS,CT1440
CT1441,FOTOCOPIAS 10% - IMPORTACION,CT1441
CT1442,HONORARIOS PROFESIONALES 10% - IMPORTACION,CT1442
CT1443,RETIRO DE DOCUMENTOS 10% - IMPORTACION,CT1443
CT1444,IMPUESTO SELECTIVO AL CONSUMO - IMPORTACION,CT1444
CT1445,VISACION MINISTERIO R.R.E.E. - IMPORTACION,CT1445
CT1446,GASTOS DE SOBREESTADIA - IMPORTACION,CT1446
CT1447,TASA MIC - IMPORTACION,CT1447
CT1448,SERVICIO DE ASESORAMIENTO - IMPORTACION,CT1448
CT1449,GASTOS LOCALES 10% - IMPORTACION,CT1449
CT1450,GASTOS LOCALES EXENTA - IMPORTACION,CT1450
CT1451,GASTOS EN ORIGEN - IMPORTACION,CT1451
CT1452,DESCUENTO OBTENIDOS - EXENTA,CT1452
