Empresa,Yhaguy,,,,,,,,
,,,,,,,,,
CODIGO,DESCRIPCION,FAMILIA,MARCA,APLICACION,MODELO,GRUPO,LINEA,PESO,VOLUMEN
ZF 1290.395.369,ENGRANAJE 1� ZF M/N ORIG.,REPUESTOS,SACHS,Sin Color,VARIOS,CYD,Sin linea,0,0
MB-1395,SOPORTE ALTERNADOR M/N C/BUJE,REPUESTOS,SACHS,Sin Color,VARIOS,ELE,Sin linea,0,0
GRA 1674P,"CEPILLO L/PARABRISA 24"" PICUDO GRANERO",REPUESTOS,SACHS,Sin Color,VARIOS,LYA,Sin linea,0,0
CAB 121117,CABO ACELERADOR 709/809 1173mm CABOVEL,REPUESTOS,SIEMENS VDO,Sin Color,VARIOS,MOTOR,Sin linea,0,0
SIE 777122242F,VALVULA RETENCION RODOAR,REPUESTOS,SIEMENS VDO,Sin Color,VARIOS,ACCESORIOS,PESADA,0,0
SIE 777121484F,TAPA RODOAR PLASTICA CROMADA,REPUESTOS,SIEMENS VDO,Sin Color,VARIOS,ACCESORIOS,PESADA,0,0
SIE 228234103R,BOMBA DE COMB.ELECTRICA 3.8 BAR NAF.12V VDO,REPUESTOS,SIEMENS VDO,Sin Color,VARIOS,ELE,LIVIANA,0,0
SIE 333010002R,RELOJ CUENTA REVOLUCION 12V OM364/LO912,REPUESTOS,SIEMENS VDO,MERCEDES BENZ,OM364,ELE,PESADA,0,0
WAB 961.701.000.2,REPARO VALVULA FRENO DE MANO 3 SALIDA,REPUESTOS,WABCO,MERCEDES BENZ,VARIOS,FRENOS,PESADA,0,0
WAB 925.324.216.0,CILINDRO COMB.TRISTOP 16X24 (D) CORTO,REPUESTOS,WABCO,MERCEDES BENZ,VARIOS,FRENOS,PESADA,0,0
WAB 421.412.000.0,CILINDRO ACCIONADOR A Y B M/N,REPUESTOS,WABCO,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
WAB 973.002.402.0,VALVULA DISTRIB.CENTRAL DE AIRE SC112,REPUESTOS,WABCO,SCANIA,112,FRENOS,PESADA,0,0
WAB 475.010.000.2,REPARO VALVULA LIMITADORA PRESION SC 124,REPUESTOS,WABCO,SCANIA,112/3,FRENOS,PESADA,0,0
WAB 475.722.000.0,VALVULA SUSPENSION SENSIBLE A CARGA SC SERIE 4,REPUESTOS,WABCO,SCANIA,112/3,SUSPENSION,PESADA,0,0
WAB 974.010.001.0,SERVO EMBR.SC 2000/  SC 124,REPUESTOS,WABCO,SCANIA,124,EMBRAGUES,PESADA,0,0
WAB 884.503.259.2,REPARO VALVULA 4 VIAS SC124,REPUESTOS,WABCO,SCANIA,124,FRENOS,PESADA,0,0
WAB 464.007.010.0,VALVULA SUSPENCION CABINA SC R/P124-R114/ VL FH12,REPUESTOS,WABCO,SCANIA,124,SUSPENSION,PESADA,0,0
WAB 463.063.005.0,VALVULA 5/2 VIAS VOLVO,REPUESTOS,WABCO,VOLVO,VARIOS,CAJA,PESADA,0,0
GOO 8PK-1600,CORREA 08 x 1600 GOODYEAR,REPUESTOS,NAKATA,Sin Color,VARIOS,MOTOR,Sin linea,0,0
GRA 1520B,"CEPILLO L/PARABRISA 20"" M/V GRANERO",REPUESTOS,NAKATA,Sin Color,VARIOS,LYA,Sin linea,0,0
BOV MT-25,GATO HIDRAULICO 25TON.MT-25 BOVENAU,REPUESTOS,NAKATA,Sin Color,VARIOS,LYA,Sin linea,0,0
BEN BX-315,FIBRA FR.183 BENDIX BX-315,REPUESTOS,NAKATA,Sin Color,VARIOS,MYF,Sin linea,0,0
BEN BX-319,FIBRA FR.184 BENDIX 319 STD,REPUESTOS,NAKATA,Sin Color,VARIOS,MYF,Sin linea,0,0
SC-2788,"BULON 3/8 x 3/4""",REPUESTOS,NAKATA,Sin Color,VARIOS,OTROS,Sin linea,0,0
NAK HG-36038,AMORTIGUADOR TRAS. DER/IZQ FORD F-100/F-250 99/12,REPUESTOS,NAKATA,Sin Color,VARIOS,AMORTIGUADORES,LIVIANA,0,0
NAK NUJ-160,CRUCETA CARDAN 709/F-1000/4000 TURBO GM,REPUESTOS,NAKATA,MERCEDES BENZ,709,CARDAN,PESADA,0,0
NAK NUJ-12213,CRUCETA CARDAN 1113 38mm,REPUESTOS,NAKATA,MERCEDES BENZ,1113,CARDAN,PESADA,0,0
NAK NUJ-12100,CRUCETA CARDAN 1519 45mm,REPUESTOS,NAKATA,MERCEDES BENZ,1519,CARDAN,PESADA,0,0
NAK NUJ-153,CRUCETA CARDAN F-1000 M/V / KOMBI,REPUESTOS,NAKATA,FORD,F 1000,CARDAN,LIVIANA,0,0
NAK NUJ-12062,CRUCETA CARDAN SC111/2 SUECO 48mm,REPUESTOS,NAKATA,SCANIA,112,CARDAN,PESADA,0,0
NAK N-661,REPARO BARRA DE REACCION TRUCKY SC K113,REPUESTOS,NAKATA,SCANIA,113,DIRECCION,PESADA,0,0
SPI 6.5-3-1371KX,HORQUILLA HEMBRA VOLVO,REPUESTOS,SPICER,VOLVO,N-10,CARDAN,PESADA,0,0
SPI 6.5-2-329,OREJA CARDAN VOLVO N10/12 NL12 12AG.,REPUESTOS,SPICER,VOLVO,N10/12,CARDAN,PESADA,0,0
SPI 54-569,PUNTERA CARDAN VOLVO NL10/12,REPUESTOS,SPICER,VOLVO,NL10/NL12,CARDAN,PESADA,0,0
SC-606,ASIENTO VALVULA ADM.STD VOLVO,REPUESTOS,...,Sin Color,VARIOS,MOTOR,Sin linea,0,0
GRA 295,BALANCIN MOTOR L/PARABRISA VOLVO NH12,REPUESTOS,...,Sin Color,VARIOS,LYA,Sin linea,0,0
BMC 271194,REPARO SERVO EMB.VOLVO M/N 80mm,REPUESTOS,...,VOLVO,VARIOS,EMBRAGUES,PESADA,0,0
SC-4994,TUERCA PRIS.RUEDA VOLVO CHICA,REPUESTOS,...,VOLVO,VARIOS,MYF,PESADA,0,0
DAY 13A1375C,CORREA 13 x 1375,REPUESTOS,DAYCO,Sin Color,VARIOS,MOTOR,PESADA,0,0
DAY DY-FI052,*CABLE BUJIA FIAT UNO ARG. 1.4 TURBO,REPUESTOS,DAYCO,Sin Color,VARIOS,MOTOR,LIVIANA,0,0
AMA 886,SOPORTE CABINA TRAS. 1113/1518,REPUESTOS,AMALCABURIO,Sin Color,VARIOS,ACCESORIOS,PESADA,0,0
REI R-774,BUJE AMORT.DEL.1113/1318,REPUESTOS,SUPORTE REI,MERCEDES BENZ,1318,SUSPENSION,PESADA,0,0
REI R-757P,POLEA TENSOR COMPRESOR LOCA PICUDO MB,REPUESTOS,SUPORTE REI,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
REI R-697,SOPORTE MOTOR DEL. VOLVO F10/12 - N10/12,REPUESTOS,SUPORTE REI,VOLVO,N-10,MOTOR,PESADA,0,0
BRO 112091,CARBURADOR VW 1.3,REPUESTOS,BROSOL,VOLKSWAGEN,1.3,MOTOR,LIVIANA,0,0
FAL 15012,PRISIONERO REGULADOR CORONA 608,REPUESTOS,FALSI & FALSI,MERCEDES BENZ,608,DIFERENCIAL,PESADA,0,0
FAL 16936,VARILLA MEDID.ACEITE M/N 340mm S/CAPUCHON,REPUESTOS,FALSI & FALSI,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
FAL 13734,TUBO ACOPLE TURBINA PICUDO,REPUESTOS,FALSI & FALSI,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
FAL 10876,BULON BALANCIN MEDIANO,REPUESTOS,FALSI & FALSI,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
FAL 34383,GANCHO CAPOT SC T112/113 DOBLE GANCHO,REPUESTOS,FALSI & FALSI,SCANIA,112/3,ACCESORIOS,PESADA,0,0
FAL 34291,JUNTA CARTER SC114/124,REPUESTOS,FALSI & FALSI,SCANIA,OM352,DIFERENCIAL,PESADA,0,0
FAL 34321,ROTULA PALANCA CAMBIO SERIE 4,REPUESTOS,FALSI & FALSI,SCANIA,OM352,DIFERENCIAL,PESADA,0,0
MAH B48167 STD,CASQUILLO BIELA MB STD OM355/6,REPUESTOS,MAHLE,Sin Color,VARIOS,MOTOR,PESADA,0,0
MAH M48177 STD,CASQUILLO BANCADA MB STD OM355/6,REPUESTOS,MAHLE,Sin Color,VARIOS,MOTOR,PESADA,0,0
MAH M76239 STD,CASQUILLO BANCADA SC STD SC 8 CIL.,REPUESTOS,MAHLE,Sin Color,VARIOS,MOTOR,PESADA,0,0
MAH M48135 050,CASQUILLO BANCADA MB 0.50 M/V OM352,REPUESTOS,MAHLE,MERCEDES BENZ,OM352,MOTOR,PESADA,0,0
MAH B76082 025,CASQUILLO BIELA SC 0.25 SC 6 CIL.,REPUESTOS,MAHLE,SCANIA,VARIOS,MOTOR,PESADA,0,0
"MAH A68010 0,10",ARO COMPRESOR SC 010 SC/VL,REPUESTOS,MAHLE,SCANIA,VARIOS,COMPRESOR,PESADA,0,0
MET BB-068-J025,CASQUILLO BIELA 025 SC124,REPUESTOS,METAL LEVE,SCANIA,124,MOTOR,PESADA,0,0
VAR 301192,VARILLA PEDAL ACELERADOR SC112/113,REPUESTOS,VARGA,Sin Color,VARIOS,MOTOR,Sin linea,0,0
DIE 139110,BUJE BOMBA DE ACEITE SC112 STD,REPUESTOS,DIESEL TECHNIC,SCANIA,112,MOTOR,PESADA,0,0
DIE 1488083,VALVULA SELENOIDE 24V GR900 SC124,REPUESTOS,DIESEL TECHNIC,SCANIA,VARIOS,CAJA ZF,PESADA,0,0
FAR 91175-13,BOMBA DE EMBR.SC113,REPUESTOS,FARJ,SCANIA,113,EMBRAGUES,PESADA,0,0
QUI QA-116M,PISTON COMPR.C/ARO 010 SC/VL QUINELATO,REPUESTOS,QUINELATO,Sin Color,VARIOS,MOTOR,Sin linea,0,0
QUI QA-201A,REPARO PULMON FRE.MANO TRAS.SC R/T112,REPUESTOS,QUINELATO,SCANIA,112,FRENOS,PESADA,0,0
ARC 5154 BRAGF,RETEN CA�ONERA 00359 BR SC111/2/3 ARCA,REPUESTOS,ARCA,Sin Color,VARIOS,CYD,Sin linea,0,0
FLEX LCC65AM,MANGUERA ESPIRAL 6.5 AMARILLO,REPUESTOS,FLEXIL,CARRETA,VARIOS,CARRETA,PESADA,0,0
SIN 043,TAPA FARO SE�ALERO SC112/3 DEL. (I) SINALSUL,REPUESTOS,SINASUL,Sin Color,VARIOS,ELE,PESADA,0,0
SUP 88.30.005,"ZAPATA FRENO 8"" BENDIX M/N CONICO  1439/CA32/4644",REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,MB,PESADA,0,0
SUP 88.30.006,"ZAPATA FRENO 8"" MASTER CONICO 5518 S/RODILLO",REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,MB,Sin linea,0,0
SUP 88.25.020,CATRACA CARRETA 28D ESTRIA FINA     6020,REPUESTOS,SUPERBRAKE,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
EUR 74.53.0184,CONO ACOPLE INTERMEDIARIO SC P/CAJA GRS-900,REPUESTOS,EURORICAMBI,Sin Color,VARIOS,CYD,Sin linea,0,0
CEN 85223.03,GOMA DE PUERTA SC SERIE 4 EXTERIOR,REPUESTOS,CENTERFLEX,SCANIA,124,ACCESORIOS,PESADA,0,0
ROTA 2057347G,BRAZO DIR.CORTO M/N,REPUESTOS,ROTA,MERCEDES BENZ,OM366,SYD,PESADA,0,0
SC 1333183,RADIADOR ACEITE SC124,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MOTOR,PESADA,0,0
SC-685,SEGURO PERNO COMPRESOR SUECO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MOTOR,Sin linea,0,0
SC 1484808,CILINDRO CAJA REDUCIDA TRAS.GR/GRS,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,CAJA ZF,PESADA,0,0
SC 1345149,CILINDRO CAJA REDUCIDA TRAS.GRS,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,CAJA ZF,Sin linea,0,0
SC 1334036,CILINDRO CAJA REDUCIDA TRAS.124 CHICO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,CAJA ZF,Sin linea,0,0
JUN JL59616,JUNTA CARTER SC111/2 6 CIL.JUNTALIMA,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,CYD,Sin linea,0,0
TIM 575/572X,RULEMAN 575/572X TIMKEN PI�ON DIF.1620/1933,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,CYD,Sin linea,0,0
SC 1386594,RETEN PI�ON CAJA SERIE 4,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,CYD,Sin linea,0,0
SKF 315824,RULEMAN 315824 SKF DIF.SC,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,DIF,Sin linea,0,0
BZM 99.0105.0,BENDIX ARRANQUE M/N 9D. HNZ 105 BZM,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,PESADA,0,0
A-240,MIOLO DE ARRANQUE FH12,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,Sin linea,0,0
A-243,MIOLO DE ARRANQUE VOLVO 340,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,Sin linea,0,0
ORG FM-69LD,FARO DEL.PICUDO REDONDO DOBLE DER.ORGUS,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,Sin linea,0,0
SC 1423412,CARCAZA FILTRO DEPURADOR SC124,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,FIL,PESADA,0,0
FRA 188 XX,FIBRA FR.188 FRASLE XX TRAS.1618/1636,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,FRENOS,Sin linea,0,0
SC-3141,"RETEN EJE ""S"" SC RAVEL",REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,FRENOS,Sin linea,0,0
GRA 780,BRAZO L/PARABRISA SC SERIE 4,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,LYA,Sin linea,0,0
SC-3522,VIDRIO DE PUERTA VOLVO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,LYA,Sin linea,0,0
SC 983LS,FARO TRAS.SC124 S/VIGIA (D),REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,LYA,Sin linea,0,0
SC-2102,TUERCA CA�O PLASTICO 16mm HEXAGONAL,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MYF,Sin linea,0,0
LON L-636,"FIBRA FR.CA33 LONAFLEX L-636 STD C.CONICA M/N 8""",REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MYF,Sin linea,0,0
LON L-308 X,"FIBRA FR.SV229 LFLEX L-308 X 7""DEL.SC113",REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MYF,Sin linea,0,0
LON L-310 X,"FIBRA FR.SV231 LFLEX L-310 X 10""DEL.SC113",REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MYF,Sin linea,0,0
LON L-636 X,"FIBRA FR.CA33 LONAFLEX L-636 X C.CONICA M/N 8""",REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MYF,Sin linea,0,0
LON L-638 X,FIBRA FR.CA32 LFLEX L-638 X,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MYF,Sin linea,0,0
LON L-638,FIBRA FR.CA32 LFLEX L-638 STD,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MYF,Sin linea,0,0
COR 02151N,RETEN CUBO SC114 /124 CORTECO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MYF,Sin linea,0,0
MOT MP-01007,TAPA PALIER SC112/41 M/N 10 AGUJ.MOTO PECA,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MYF,Sin linea,0,0
SC-2593,ESPAGUETTI  6mm,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,PE,Sin linea,0,0
1457896,SOPORTE GUARDABARRO DELANTERO SERIE 4 L/D,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
TOM T-493,"TAMBOR FRENO RAND/MAS 285mm 6 AG.8""",REPUESTOS,COMPRA LOCAL,Sin Color,"IBERO-8""",MYF,PESADA,0,0
MB 3440500051,BUJE LEVA 352/6 050 SEMI ORIG.,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,M/V/M/N,MOTOR,PESADA,0,0
MB 3506987579,PORTA FAROL MB 1318 PLASTICO,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,1318,LYA,PESADA,0,0
MB-1020,CALCE EJE MANDO ZF 3.00,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,CYD,PESADA,0,0
MB 3521300319,TAPA COMPRESOR M/N PILOTO,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
MB-1836,BULON CIGUE�AL 366,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
MB-SOA535,SOPORTE AMORTIGUADOR DEL.SUP.M/N,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,SYD,PESADA,0,0
SC 1348477,AMORTIGUADOR CABINA SC113,REPUESTOS,COMPRA LOCAL,SCANIA,113,SYD,PESADA,0,0
SC-4205,CA�O RADIADOR INTERCOOLER SC112/3,REPUESTOS,COMPRA LOCAL,SCANIA,112/3,MOTOR,PESADA,0,0
SC-2833,CATRACA AUTOMATICA TRAS. SC 124 L/D,REPUESTOS,COMPRA LOCAL,SCANIA,112/3,MOTOR,PESADA,0,0
SC 1953694,PULMON ASIENTO CONDUCTOR SC112/3,REPUESTOS,COMPRA LOCAL,SCANIA,112/3,SUSPENSION,PESADA,0,0
AME 1428940,POLEA TENSOR CORREA SC SERIE 4 - LISO,REPUESTOS,COMPRA LOCAL,SCANIA,124,MOTOR,PESADA,0,0
SC 1484809,CILINDRO CAJA REDUCIDA TRAS.SC124 GRANDE,REPUESTOS,COMPRA LOCAL,SCANIA,124,CAJA,PESADA,0,0
SC 152481,PICAPORTE DE PUERTA SC124 (I) S/CILINDRO,REPUESTOS,COMPRA LOCAL,SCANIA,124,ACCESORIOS,PESADA,0,0
BOS 397.118.405,"CEPILLO L/PARABRISA SC124  28"" GRAFITADO",REPUESTOS,COMPRA LOCAL,SCANIA,124,ACCESORIOS,OTROS,0,0
SC 1542529,LLAVE SE�ALERO SC124/470 C/L/PARABRISA,REPUESTOS,COMPRA LOCAL,SCANIA,124,ELE,PESADA,0,0
SC 550025/1,JGO.JUNTA MOTOR SC140 COMPLETO C/TAPA,REPUESTOS,COMPRA LOCAL,SCANIA,140,MOTOR,PESADA,0,0
SC-3967,ANILLO CAMISA MOTOR P93 FINO,REPUESTOS,COMPRA LOCAL,SCANIA,P93,MOTOR,PESADA,0,0
SC-3968,ANILLO CAMISA MOTOR INF.P93,REPUESTOS,COMPRA LOCAL,SCANIA,P93,MOTOR,PESADA,0,0
SC-3267,RESORTE BOMBA DE ACEITE SC 140,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,MOTOR,PESADA,0,0
SC 1335482,RELAY TEMPORIZADOR SC SERIE 4,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,ELE,PESADA,0,0
SC 1387022,RELAY TRANSFERENCIA CAJA SC SERIE 4,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,ELE,PESADA,0,0
SC 1366851,GOMA PARABRISA SC P9/144/240 S4 99/.,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,LYA,PESADA,0,0
SC L0148,VALVULA LEVANTA EJE SC,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,SYD,PESADA,0,0
TIR 1386423,TIRANTE SUSPENSION CABINA TRAC 140mm SC124,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,SYD,PESADA,0,0
TIR 1386424,TIRANTE SUSPENSION CABINA DEL .70mm  SC124,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,SYD,PESADA,0,0
SC-781,RODILLO ZAPATA CARRETA C/PERNO MEDIANO 31.8mm,REPUESTOS,COMPRA LOCAL,CARRETA,VARIOS,MYF,PESADA,0,0
SC-2149,MOTOR LIMPIA PARABRISA VOLVO BOSH,REPUESTOS,COMPRA LOCAL,VOLVO,VARIOS,ELE,PESADA,0,0
QUI QA-1950,REPARO SERVO EMB.VOLVO  80MM,REPUESTOS,COMPRA LOCAL,VOLVO,VARIOS,EMBRAGUES,PESADA,0,0
FAR 93555-14,SERVO EMBR.VOLVO FARJ 95mm,REPUESTOS,COMPRA LOCAL,VOLVO,VARIOS,EMBRAGUES,PESADA,0,0
VOL 51467,CORREA ALTERNADOR VOLVO 51467�,REPUESTOS,COMPRA LOCAL,VOLVO,TODOS,MOTOR,PESADA,0,0
NARV 17039,FOCO TABLERO PIOJITO C/B RED.24V 1.2W ALEMAN SC,REPUESTOS,NARVA,Sin Color,VARIOS,ELE,Sin linea,0,0
ZM 3500143,CRUCETA CARDAN SC113 65mm,REPUESTOS,ZM,SCANIA,113,CARDAN,PESADA,0,0
SC-1922,PRISIONERO RUEDA CARRETA 22X95 C/ESTRIA,REPUESTOS,FRICCION,Sin Color,VARIOS,MYF,PESADA,0,0
SC-1921,PRISIONERO RUEDA CARRETA 22X83 C/ESTRIA,REPUESTOS,FRICCION,CARRETA,VARIOS,MYF,PESADA,0,0
SC 1516474,JUNTA TAPA ADMISION SC124,REPUESTOS,..,SCANIA,VARIOS,Sin Grupo,PESADA,0,0
SC 297650,BULON PEDAL ACELERADOR SC,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MOTOR,Sin linea,0,0
SC 297649,PRECILLA PEDAL ACELERADOR SC,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MOTOR,Sin linea,0,0
TAP 1371839,TAPA RESERVORIO DE AGUA SC124,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MOTOR,Sin linea,0,0
JUN 1412666,JUNTA CARTER SC P93/94 COMUN,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MOTOR,Sin linea,0,0
SC 355407,INSIGNIA RESPIRADOR CABINA FRONTAL CIEGO ORIG.,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,LYA,PESADA,0,0
SC-2021,PARRILLA SC R112/3,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,LYA,Sin linea,0,0
SC 1422750,SUSPENSION NEUM.SC TRUCKY,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,SYD,Sin linea,0,0
MB-4978,BULON 16x60 P.GRUESO,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,ELE,PESADA,0,0
MB-1555,TAPON CARTER M/N 26mm C/CABEZA,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
MB-891,CA�O INYECTOR N�4 OM 447/9,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,OM447,MOTOR,PESADA,0,0
SC 141164,BUJE ZAPATA DEL.SC111,REPUESTOS,COMPRA LOCAL,SC/MB/FORD,111,MYF,PESADA,0,0
SC 141163,BUJE ZAPATA TRAS.SC111,REPUESTOS,COMPRA LOCAL,SCANIA,111,MYF,PESADA,0,0
BUL 223353,BULON MULTIPLE ESCAPE SC112,REPUESTOS,COMPRA LOCAL,SCANIA,112,MOTOR,PESADA,0,0
SC 177526,ASIENTO RETEN CENTRALIZADOR SC111/2,REPUESTOS,COMPRA LOCAL,SCANIA,112,CYE,PESADA,0,0
BUL 1108053,BULON MULTIPLE ESCAPE SC113,REPUESTOS,COMPRA LOCAL,SCANIA,113,MOTOR,PESADA,0,0
SC 314812,CODO CIL. AYB 8x10 Y FRENO MOTOR SC113,REPUESTOS,COMPRA LOCAL,SCANIA,113,FRENOS,PESADA,0,0
SC 804954,PERNO SEGURO PEDAL ACELERADOR SC,REPUESTOS,COMPRA LOCAL,SCANIA,112/3,MOTOR,PESADA,0,0
RES 1399463,RESERVORIO LIMPIA PARABRISA SC124,REPUESTOS,COMPRA LOCAL,SCANIA,124,MOTOR,PESADA,0,0
SC 234184,PERNO EJE CAJA REDUCTORA SC,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,CAJA ZF,PESADA,0,0
PAS 244090,PASTILLA HORQUILLA CAJA SC BRONCE,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,CYD,PESADA,0,0
SC 1423413,TAPA CARCAZA FILTRO DEPURADOR SC124,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,FIL,PESADA,0,0
SC-578,PERNO CATRACA SC - FINO,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,FRENOS,PESADA,0,0
RES 312437,RESORTE PARRILLA CAPOT SC R113,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,LYA,PESADA,0,0
SC 1385367,TAPA RESERVORIO DE AGUA SC124 C/SUJETADOR,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,LYA,PESADA,0,0
SC 550713,REPARO PUNTA EJE SC111,REPUESTOS,COMPRA LOCAL,SCANIA,VARIOS,SYD,PESADA,0,0
SC-4656,LLAVE LIMPIA PARABRISA VOLVO,REPUESTOS,COMPRA LOCAL,VOLVO,VARIOS,OTROS,PESADA,0,0
BOE 0911,RESORTE ZAPATA TRAS.912 FRENO AIRE,REPUESTOS,BOECHAT,MERCEDES BENZ,912,FRENOS,PESADA,0,0
BOE 3012,PERNO RODILLO ZAPATA TRAS.912,REPUESTOS,BOECHAT,MERCEDES BENZ,912,FRENOS,PESADA,0,0
BOE 7600,CILINDRO COMB.TRISTOP 20X30 912,REPUESTOS,BOECHAT,MERCEDES BENZ,912,FRENOS,PESADA,0,0
BOE 0108,"BUJE EJE ""S"" NYLON TRAS.912",REPUESTOS,BOECHAT,MERCEDES BENZ,912,FRENOS,PESADA,0,0
BOE 1809,SEGURO CATRACA 912,REPUESTOS,BOECHAT,MERCEDES BENZ,912,FRENOS,PESADA,0,0
CIN 06.35.0032,CORONA Y PI�ON 10X43 608/709/912,REPUESTOS,CINPAL,MERCEDES BENZ,608,DIFERENCIAL,PESADA,0,0
CIN 06.35.0031,CORONA Y PI�ON 8X43 BOIADEIRO HL-4 14mm,REPUESTOS,CINPAL,MERCEDES BENZ,1113,DIFERENCIAL,PESADA,0,0
CIN 03.35.0036,OLLA DIFERENCIAL AYB C/ROLLETE MB HL-5/Z,REPUESTOS,CINPAL,MERCEDES BENZ,1620,DIFERENCIAL,PESADA,0,0
CIN 14.33.0134,DISCO ENGANCHE CUBO REDUCTOR SC.AD100,REPUESTOS,CINPAL,SCANIA,112,DIFERENCIAL,PESADA,0,0
CIP 1345149,CILINDRO CAJA REDUCIDA TRAS.GRS,REPUESTOS,CIPEC,SCANIA,VARIOS,CAJA ZF,PESADA,0,0
COF ND7210 STD,ARO COMPRESOR STD VL 75mm - COMP. KNOR,REPUESTOS,COFAP,VOLVO,VARIOS,MOTOR,PESADA,0,0
GOO 8PK-1700,CORREA 08 x 1700 GOODYEAR,REPUESTOS,DANA,Sin Color,VARIOS,MOTOR,Sin linea,0,0
FAG 32015X,RULEMAN DIFERENCIAL CAMIONES FORD32015X,REPUESTOS,FAG,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
FAG 575725,RULEMAN DIF.PI�ON 1620/1933,REPUESTOS,FAG,MERCEDES BENZ,1620,DIFERENCIAL,PESADA,0,0
FAG K39580.39520,RULEMAN MASA TRAS.EXTERIOR VOLVO FH10/12 FM10/12 NL-10 B7,REPUESTOS,FAG,VOLVO,VARIOS,MYF,PESADA,0,0
IC 132602600,TORRECILLA BAJA 1113,REPUESTOS,IRMA CESTARI,MERCEDES BENZ,1113,CAJA,PESADA,0,0
